id_n,weight,Year,GROSS_INCOME,CONS_Food,CONS_Alcohol_Tobacco,CONS_Clothing_Footwear,CONS_Housing,CONS_Hhold_Goods_Services,CONS_Health,CONS_Transport,CONS_Communication,CONS_Recreation_Culture,CONS_Education,CONS_Restaurants_Hotels,CONS_Miscellaneous,CONS_Total,CONS_Other
26301,38.28,2015,304.0599976,478.4,111.96,691.6666667,766.6666565,513.2,0,3573.333333,170,691.6666667,240.5000076,14,145.8,7397.193331,6918.793331
42415,111.26,2015,5155,742,0,81.66666667,86.25,40,16,1000,680,0,0,128,232,3005.916667,2263.916667
18310,74.06,2015,1445.839966,361.46,0,0,0,0,0,1524,0,0,334.5,0,115,2334.96,1973.5
49201,68.2,2015,2104.083252,464.2400354,0,66.66666667,120,0,0,0,200,0,0,0,0,850.9067021,386.6666667
44414,73.24,2015,118.6920013,390.09,0,0,170,0,0,817.083334,0,220.8333333,0,0,0,1598.006667,1207.916667
38014,72.27,2015,2200,350.09,0,54.16666667,50,1000,2.916666667,224,220,0,0,390,0,2291.173333,1941.083333
32902,84.27,2015,652.666687,405.45,0,0,0,0,0,0,0,0,0,0,1000,1405.45,1000
34214,55.26,2015,3584.69751,549.55,0,200,1715.092336,0,158.3333333,0,0,0,0,0,792,3414.975669,2865.425669
7505,72.93,2015,10457.22656,599.4284103,0,683.3333333,380,80,86.25,1517.5,0,0,112.4999986,0,996,4455.011742,3855.583332
906,80.05,2015,749.5570679,482.6,0,316.6666667,30,300.5666667,8,0,176,0,0,122,468.5,1904.333333,1421.733333
30013,84.14,2015,2526.044678,369.86,0,0,33.33333206,0,0,0,0,0,0,0,0,403.1933321,33.33333206
47905,71.49,2015,1076.731689,493.32,0,56.66666667,300,11.9,18,120,260,0,0,66,227.7,1553.586667,1060.266667
59106,94.25,2015,435.4933167,547.66,32.302,0,0,0,5,0,0,0,0,25,0,609.962,62.302
9615,76.35,2015,423.6133423,386.41,0,0,130,60,0,0,118,0,160.5833282,40,180,1074.993328,688.5833282
9509,82.38,2015,2419.05957,479.6089742,0,58.33333333,140,0,0,0,0,0,797.50002,0,498,1973.442328,1493.833353
51002,49.12,2015,678.8066406,556.0947458,0,0,150,2.2,10,0,90,0,191.6666679,0,79.8,1079.761414,523.6666679
59714,37.87,2015,757.2388306,515.1456083,399.6368,11.25,0,0,0,60,0,0,0,0,156,1142.032408,626.8868
25303,70.83,2015,422.2984314,382.68,170.1792,0,0,0,0,0,0,0,0,0,0,552.8592,170.1792
7507,72.93,2015,7000,356.53,129.208,0,1050,1000,500,21.66666603,3750,450,0,0,0,7257.404666,6900.874666
44214,65.72,2015,1064.192871,390.09,134.352,333.3333333,80,0,0,0,0,0,503.3333435,0,0,1441.108677,1051.018677
36810,62.07,2015,1571.317017,389.57,0,95.83333333,50,0,10.83333333,64,120,0,0,148,0,878.2366667,488.6666667
30111,70.53,2015,7031.93457,369.86,0,24.91666667,133.3333282,0,50,2929.583333,260,41.66666667,0,122,24,3955.359995,3585.499995
51811,91.13,2015,853.9135132,320.45,0,31.25,100,0,0,0,40,0,0,72.80000019,0,564.5000002,244.0500002
37106,103.73,2015,2988.893311,558.35,0,100,40,0,0,116,230,0,156.4999981,62,575.8,1838.649998,1280.299998
27907,81.11,2015,1220.108154,865.8,0,359.9,25,59.9,0,0,200,0,0,0,269.6,1780.2,914.4
36111,119.29,2015,0,470.481314,0,416.6666667,80,0,0,6183.333333,400,166.6666667,355,866,12000,20938.14798,20467.66667
6309,79.24,2015,21504.11719,493.5420125,0,233.3333333,600,0,458.3333333,822.916666,1600,0,1772.249954,0,0,5980.375299,5486.833287
57506,92.7,2015,2563.36499,568.265721,0,34.58333333,0,0,2.083333333,32,120,0,0,10,1685,2451.932388,1883.666667
28013,63.75,2015,418.8322449,312.33,0,0,12,0,0,0,12,0,2.916666746,0,0,339.2466667,26.91666675
23603,43.26,2015,485.8813782,501.4873919,64.604,52.08333333,0,0,0,0,0,0,0,0,0,618.1747252,116.6873333
37009,82.45,2015,2087.590088,795.1891568,167.94,251.8333333,130,100,0,96,430,0,142.7500038,56,51.8,2221.512494,1426.323337
5006,94.61,2015,3100,356.53,0,170.8333333,100,83.23333333,0,208.3333333,60,0,0,79.80000305,0,1058.730003,702.200003
31105,121.69,2015,708.333313,1071.960304,0,0,0,0,0,0,0,0,0,0,60,1131.960304,60
6214,110.38,2015,39148.97266,602.6604152,0,233.3333333,2300,0,0,3612.5,400,0,0,0,0,7148.493749,6545.833333
57707,95.27,2015,989.305481,561.12,0,0,0,0,4.166666667,40,40,0,0,0,0,645.2866667,84.16666667
33306,36.43,2015,6574.893555,682.5866092,447.84,133.3333333,150,0,300,414.583333,800,0,45,20,73,3066.343276,2383.756666
22305,36.97,2015,1827.054077,310.82,268.704,173.5666667,100,0,0,136,221,12,239.96,0,523.8,1985.850667,1675.030667
44611,80.47,2015,696.0899658,390.09,0,0,250,0,0,0,200,183.3333333,213.4166641,0,0,1236.839997,846.7499974
9710,80.56,2015,4267.403809,523.75,116.2872,25,333.6178093,60.6,136,307.3333327,570,25,0,0,28.9,2126.488342,1602.738342
13811,75.11,2015,4210.438965,361.46,367.804,150,200,0,0,0,100,0,255.5,0,0,1434.764,1073.304
33202,70.08,2015,620.7119141,362.1,67.8342,0,95,22,0,0,0,0,0,0,0,546.9342,184.8342
9214,66.56,2015,368.7824402,386.41,0,10,115,208.3333333,5,48,60,0,70.58333397,0,0,903.3266673,516.9166673
47113,123.84,2015,4268.333496,368.7,0,58.33333333,70,0,0,534,346,0,0,233.0999985,0,1610.133332,1241.433332
24709,61.76,2015,1710.945801,500.4646865,0,87.08333333,100,0,18,176,110,0,0,0,102,1093.54802,593.0833333
52504,79.73,2015,111.9582672,320.45,0,0,0,0,15,40,0,0,0,0,1100,1475.45,1155
42406,111.26,2015,83.33333588,412.13,0,0,400,0,83.33333333,136,120,0,0,102,0,1253.463333,841.3333333
6303,79.24,2015,5000,356.53,0,1083.333333,500,208,0,0,400,64,0,0,456,3067.863333,2711.333333
2309,69.77,2015,14668.61328,570.56,1119.6,5270.046667,350,0.8,1390.733333,1277.896666,400,100,231.6666718,208,1829.14,12748.44334,12177.88334
40108,74.34,2015,23769.08398,413.83,833.6295,133.3333333,0,108,512.5,1772.916667,1206,280,0,78,1432,6770.2095,6356.3795
10413,83.72,2015,1574.128662,472,0,167.3333333,50,184.0833333,1,233.083333,160,150,0,77,478,1972.5,1500.5
38802,79.26,2015,7793.529785,413.83,0,254.1666667,1100,0,1366.666667,6629.166666,1400,500,137.5,51.90000153,662.9,12516.13,12102.3
3311,84.16,2015,0,356.53,335.88,0,0,0,10,992,200,0,0,0,360,2254.41,1897.88
4508,82.25,2015,608,356.53,0,0,50,0,0,417.083334,120,0,0,323.7000046,0,1267.313339,910.7833386
33907,107.63,2015,9612.030273,664.49,0,75.9,1500,0,0,2041.000001,210,66.66666667,25.83333397,699.3000031,411.4,5694.590005,5030.100005
22910,79.86,2015,2418.602051,329.2,47.0232,62.5,170,0,0,0,50,0,0,0,0,658.7232,329.5232
24415,166.91,2015,3765.30835,878.6157133,275.4216,212.5,65,291.6666667,73.83333333,0,280,0,0.5,0,228,2305.537313,1426.9216
5810,61.64,2015,70290.95313,356.53,1739.92,1266.666667,1908.333328,3853.5,1087,2799.999999,2400,1273.333333,4254.166626,3417.900002,343.9,24701.24996,24344.71996
1312,39.04,2015,2130.560059,356.53,0,233.3333333,50,0,0,140,80,0,673.3333588,0,100,1633.196692,1276.666692
48214,80.57,2015,8158.929199,493.32,0,250,3700,364.9,336,1958,2000,0,0,252.8000011,1297.8,10652.82,10159.5
407,78.8,2015,2063.481445,356.53,122.7476,0,100,0,0,0,80,0,0,0,10,669.2776,312.7476
44703,88.95,2015,1390.645142,390.09,0,41.66666667,150,0,0,0,200,0,0,58,0,839.7566667,449.6666667
41615,67.92,2015,2004.430542,412.13,111.96,0,255,0,0,0,0,0,0,41.79999924,700,1520.889999,1108.759999
34015,60.03,2015,632.5,428.52,0,0,40,0,1,0,0,0,0,0,0,469.52,41
56615,92.63,2015,15694.31836,574.5061802,2650.912,83.33333333,35,0,381.8333333,2600,180,0,0,94,144,6743.584847,6169.078667
16106,74.52,2015,1000,361.46,0,916.6666667,200,0,185.8333333,1400,800,0,0,327.9000015,0,4191.860002,3830.400002
8408,86.78,2015,281.1477966,425.49,0,0,200,0,0,486,480,0,0,579.5000076,650,2820.990008,2395.500008
45507,72.99,2015,1689.397461,409.16,0,125,0,250,3,0,0,50,62.5,35.70000076,1317,2252.360001,1843.200001
57312,47.17,2015,608.1757202,644.8807489,0,93.33333333,0,0,320,1000,500,0,0,0,0,2558.214082,1913.333333
30005,84.14,2015,2693.605469,369.86,0,22.41666667,69,0,0,0,0,0,0,0,11.9,473.1766667,103.3166667
29411,103.79,2015,766.7089844,831.75,0,0,580,96.62,0,56,20,170,397.1666641,76.60000038,65.8,2293.936664,1462.186664
45409,97.11,2015,4661.720215,409.16,0,130.8333333,248,62.5,292.9166667,2010.416667,0,0,35.16666794,115.9000015,217,3521.893336,3112.733336
59403,70.49,2015,8400,431.08,167.94,120.8333333,0,916.6666667,289.1666667,1008,1000,0,0,152,1000,5085.686667,4654.606667
41502,82.3,2015,9580.71582,412.13,0,175,266.6666679,191.6666667,336,2940,940,110.8333333,0,458,0,5830.296668,5418.166668
21413,83.23,2015,11764.94629,410.45,0,0,50,0,0,312.916667,0,0,19.16666603,240,0,1032.533333,622.083333
4404,75.57,2015,12165,356.53,0,500,0,0,190,1266.333334,320,600,1981.25,448,900,6562.113334,6205.583334
30004,84.14,2015,7528.67041,369.86,0,66.66666667,250,800,0,1210,120,0,0,64,0,2880.526667,2510.666667
16807,79.05,2015,7850,413.1,0,106.6666667,0,107.3333333,65.33333333,84,24,0,0,195,234.3,1229.733333,816.6333333
10004,52.84,2015,3895,549.46,0,1207.7,215,275.4,87,3217.916666,3460,0,0,234,808.5333333,10055.01,9505.549999
56907,78.61,2015,711.9899902,493.33,0,0,643.1596262,0,0,0,20,0,0,40,0,1196.489626,703.1596262
8607,107.58,2015,11815.03027,425.49,0,222.5,0,166.6666667,11.66666667,1440,40,0,475.1666565,0,0,2781.48999,2355.99999
43608,59.04,2015,872449.3125,980.9630012,447.84,3666.666667,21521.98754,300,215.3333333,3070.000001,700,2455,0,5170,83.33333333,38611.12388,37630.16087
34904,90.49,2015,11233.37207,389.57,0,175,0,0,204.5833333,1000,80,0,0,40,3884,5773.153333,5383.583333
31213,59.74,2015,1567.833374,431.16,0,0,587,0,0,0,80,0,0,0,0,1098.16,667
16607,179.43,2015,412.9737854,361.46,0,50,50,173.9,0,42,12,0,11.66666698,12,153.9,866.926667,505.466667
39405,94.88,2015,458.333313,424.65,0,21.75,132,215.8333333,385.9166667,814,200,13.33333333,0,96.66666667,1263,3567.15,3142.5
51405,69.95,2015,2829.658447,421.87,0,208.3333333,150,0,4,96,162,0,0,412,0,1454.203333,1032.333333
3202,112.37,2015,2788,356.53,0,41.66666667,120,0,0,698,100,83.33333333,0,753.8000031,0,2153.330003,1796.800003
7604,72.2,2015,4080,356.53,0,191.6666667,487.5,92.66666667,150,1068.000001,630,280,0,0,503.0833333,3759.446668,3402.916668
31507,64.3,2015,974.1538086,431.16,0,127.0833333,0,0,0,0,60,0,192.23,4,25.9,840.3733333,409.2133333
3403,77.47,2015,1230.560059,1015.265603,0,91.66666667,0,416.6666667,0,3200,600,300,384.1666718,178,0,6185.765608,5170.500005
17101,88.75,2015,1199.717163,519.0919265,0,863.5,0,228.3333333,0,1104,120,1666.666667,53.08333397,0,389.3333333,4944.008594,4424.916668
40302,171.48,2015,21983.08789,654.65,0,708.3333333,485,114.7,0,3101.5,400,116.5833333,2802.000011,258.3999996,707.5,9348.666677,8694.016677
57207,50.21,2015,4888.39209,493.33,0,0,166.6666718,900,0,0,20,0,0,0,161.8,1741.796672,1248.466672
46107,35.14,2015,186.875412,527.7319678,77.5248,8.333333333,0,0,50,80,40,8.333333333,0,0,0,791.9234345,264.1914667
22806,30.99,2015,4000,462.77,323.02,216.6666667,0,0,34,280,0,1583.333333,216.6666718,0,0,3116.456672,2653.686672
26906,79.3,2015,1000,356,0,0,0,24,0,0,0,0,0,6,0,386,30
50301,68.79,2015,676.3736572,421.87,0,104.1666667,0,0,166.6666667,0,90,12.5,0,0,0,795.2033334,373.3333334
15002,110.98,2015,3240.622314,387.6434002,64.604,0,20,0,8.333333333,224,0,0,30,26,0,760.5807335,372.9373333
20505,81.33,2015,1044,514.6904651,0,0,150,0,0,0,0,0,0,0,0,664.6904651,150
35605,40.87,2015,140.9061279,389.57,3544.14768,70.83333333,50,20,0,0,224,0,0,827.9000015,1364,6490.451015,6100.881015
28307,70.78,2015,1485.011108,948.4147262,0,41.66666667,0,0,0,0,6,0,14.5,0,0,1010.581393,62.16666667
11614,59.49,2015,756,501.7741355,0,487.5,300,100,0,1200,440,0,0,0,360,3389.274136,2887.5
59610,101.11,2015,4230.726563,439.31,174.26929,1678.733333,100,10.83333333,0,744,80,0,163.9,22,24,3437.045956,2997.735956
21314,84.6,2015,2815.599365,626.8553656,0,0,300,0,38,1006.25,526,41.66666667,0,0,0,2538.772032,1911.916667
27701,53.23,2015,582.1136475,430.4687281,0,0,0,0,0,0,0,0,0,0,0,430.4687281,0
2710,64.28,2015,2925,356.53,0,108.3333333,10,0,0,0,200,0,0,715.5999985,69.16666667,1459.629998,1103.099998
59408,70.49,2015,30269.82617,431.08,0,515,1528.957765,1.8,1330.083333,3254.583334,400,2196.666667,0,331.2000008,3357.9,13347.2711,12916.1911
18413,81.17,2015,730,388.241172,817.308,0,1836.554517,0,4.166666667,0,60,0,0,35,0,3141.270356,2753.029184
42002,90.47,2015,2258.333252,412.13,73.8936,150,0,429.6,2.666666667,400,120,4.166666667,0,0,777.1333333,2369.590267,1957.460267
13603,80.22,2015,2001.013428,565.8850748,0,154.1666667,363.3333321,105.9,3,8691.166667,840,45.83333333,390.2499886,180,90,11429.53506,10863.64999
902,80.05,2015,54.00000381,432.4,0,358.3333333,0,116.2133333,20,0,280,0,0,180,397.7,1784.646667,1352.246667
6305,79.24,2015,409.5599976,425.22,0,0,0,0,0,0,0,0,0,229.8999939,0,655.1199939,229.8999939
9304,90.77,2015,776.4540405,386.41,0,0,0,0,0,0,0,0,57.08333427,0,0,443.4933343,57.08333427
24906,91.17,2015,2633.017334,474.2333521,0,41.66666667,100,0,0,0,80,0,40.83333397,0,0,736.7333527,262.5000006
21701,109.16,2015,13490.52148,410.45,0,791.6666667,12633.00785,862.5,2571,2246.666667,400,0,201.6666718,348,3658,24122.95786,23712.50786
9505,82.38,2015,8910.280273,386.41,0,58.33333333,50,0,296,0,400,0,195.8333282,100,12,1498.576662,1112.166662
11208,97.53,2015,4694.120117,390.18,0,125,200,208.3333333,0,400,0,0,439.9999952,0,0,1763.513329,1373.333329
18415,81.17,2015,4115.363281,560.682116,0,45.83333333,150,0,0,1036.333334,420,280,225.8333282,41.69999886,0,2760.38211,2199.699994
6412,68.87,2015,8954.890625,583.9146985,0,633.3333333,628.6319252,1.2,21.25,280,2980,0,0,123.3333333,14.16666667,5265.829957,4681.915258
14713,98.02,2015,1445.363281,361.46,0,55.83333333,145,0,3,120,140,0,9.166666985,82,100.8,1017.26,655.8000003
53511,99.27,2015,10.65040588,439.34,0,208.3333333,15,0,0,0,180,0,0,50,0,892.6733333,453.3333333
11314,81,2015,2061.785156,465.7588367,0,31.66666667,0,0,0,0,0,0,7.666666508,0,0,505.0921699,39.33333318
34106,53.94,2015,1998.113892,428.52,0,0,100,128,0,0,20,80,0,0,32,788.52,360
25302,70.83,2015,3758.672363,529.7671247,0,191.6666667,0,0,0,0,90,0,0,158,20,989.4337914,459.6666667
43202,67.77,2015,3503.20459,412.13,0,0,50,0,4,64,60,0,37.5,52,17.9,697.53,285.4
27504,71.37,2015,1140.095093,356,141.69,16.66666667,0,0,0,0,40,0,0,0,0,554.3566667,198.3566667
28214,82.93,2015,8701.400391,312.33,0,291.6666667,200,0,0,0,400,83.33333333,0,42,0,1329.33,1017
12703,32.7,2015,40868.33203,440.0970349,0,1570,29975.91452,3700,895,3503.666665,1400,808.3333333,242.5,841.6666667,1030,44407.17822,43967.08119
31009,87.66,2015,4951.037109,431.16,0,1034.96,60,495.9,45.83333333,379,450,458.3333333,150,852,111.5,4468.686667,4037.526667
14703,98.02,2015,7625.600098,684,0,166.6666667,100,243.3333333,10,5150,400,9.166666667,0,61.66666667,2340,9164.833333,8480.833333
41209,131.6,2015,13033.69629,412.13,0,0,1600,1000,2,2800,0,0,117.9166641,0,1036,6968.046664,6555.916664
49514,72.05,2015,137.6666718,421.87,77.5248,100,0,30,264,60,10,0,0,0,0,963.3948,541.5248
56809,67.87,2015,10471.38281,502.6,0,0,115,77.4,333.6666667,2300,800,166.6666667,100,130,1216.666667,5742,5239.4
25505,95.49,2015,1427.661743,535.15,0,33.33333333,0,0,0,456,160,0,38.5,0,485.6,1708.583333,1173.433333
58111,73.61,2015,1963.75,561.12,0,79.16666667,25,0,197,240,0,0,0,52,0,1154.286667,593.1666667
23201,65.86,2015,14259.99512,695,0,1641.666667,100,0,0,3961.833334,1600,0,1169.166681,40,228,9435.666682,8740.666682
36105,119.29,2015,6837.184082,1340.857443,0,100,900,0,16.66666667,617.333333,80,253.3333333,58.33333206,659.8999939,120,4146.424102,2805.566659
46213,74.52,2015,115.2799988,409.16,0,41.66666667,430,0,0,763.7500006,100,0,16.66666603,16,0,1777.243333,1368.083333
17804,53.64,2015,12320,361.9946868,1147.9462,564.1666667,350,112.6666667,184.5,6722.083334,400,423.25,66.66666412,105.8000031,1664,12103.07422,11741.07953
11006,80.59,2015,1338.893311,813.174181,6.4604,75,550,0,0,2640,825,0,50.83333206,0,1544.333333,6504.801246,5691.627065
30514,86.51,2015,2887.132568,508.7,173.62325,114.6666667,0,33.9,36,0,120,3.333333333,60.49999809,30,72,1152.723248,644.0232481
51505,87.85,2015,1270.256714,695,202.625,104.1666667,220,81.9,2,0,80,0,131.6666684,400,72,1989.358335,1294.358335
26504,68.4,2015,600,419.55,134.0192,0,0,0,8,0,0,0,0,0,0,561.5692,142.0192
57413,77.19,2015,2399.743408,599.6203487,0,91.66666667,375.8487227,80,4,0,120,41.66666667,146.6666718,0,148.1666667,1607.635743,1008.015395
16608,179.43,2015,8800,361.46,0,172.0833333,400,148,21,1018.166666,120,0,0,80,250,2570.709999,2209.249999
31201,59.74,2015,527.5123291,431.16,0,0,0,0,0,0,40,0,0,0,0,471.16,40
48706,93.74,2015,3078.07251,493.32,0,88.25,399.47359,0,83.33333333,2462.750001,80,0,112.9166689,0,0,3720.043593,3226.723593
15701,56.95,2015,3071.393311,447.7822472,0,112.5,0,0,0,0,240,0,0,0,0,800.2822472,352.5
52209,80.72,2015,814.7489624,477.0089765,0,0,0,0,0,0,0,0,27.75,0,0,504.7589765,27.75
4915,70.04,2015,4616.044434,356.53,0,104.1666667,0,0,0,224,80,0,0,0,0,764.6966667,408.1666667
47706,82.28,2015,17812.10156,493.32,2079.9612,104.1666667,640,0,645.6666667,720,1000,380,0,0,0,6063.114533,5569.794533
54111,29.19,2015,6537.5,415.17,0,0,16,108,0,2034.46,80,0,0,0,68.6,2722.23,2307.06
44115,79.07,2015,2145.518555,390.09,0,113.6666667,200,66,7.5,40,50,0,55.58333302,60,0,982.8399997,592.7499997
56415,35.7,2015,1851.360474,1339.038425,0,281.25,400,0,50,112,10,15,170.8333359,0,0,2378.121761,1039.083336
53514,99.27,2015,17083.33398,487.9789849,357.0164,0,21838.65421,0,1307.5,0,300,535,0,0,30,24856.14959,24368.17061
59002,82.57,2015,2513.079834,2123.721936,0,0,264.3159626,0,1,0,0,0,59.16666603,0,0,2448.204565,324.4826286
17702,98.09,2015,5840.446777,361.46,0,250,66.66666412,0.6,0,266.6666667,560,0,319.5,0,300,2124.893331,1763.433331
20501,81.33,2015,1069.646729,410.45,0,0,0,0,0,0,0,0,0,0,0,410.45,0
43610,59.04,2015,62756.30078,421.87,0,333.3333333,0,5000,0,46566.66667,0,600,0,861.6666667,16.66666667,53800.20334,53378.33334
20605,86.82,2015,33692.55859,1280.7,0,1659.666667,212,660,2012.5,4455.583333,478,1976.666667,1035.750031,1275.666667,10241.56667,25288.10004,24007.40004
7111,116.69,2015,9652,356.53,0,0,0,0,0,0,200,280,0,0,28,864.53,508
38610,112.16,2015,11698.22656,1874.68,0,2808.333333,1150,3061.933333,4.166666667,2130,960,305,178.3333282,440,768.2666667,13680.71333,11806.03333
23706,80.79,2015,4348.200195,418.4301597,0,108.3333333,0,0,8.083333333,0,150,12.5,0,10,0,707.3468263,288.9166666
24010,103.42,2015,415.2799988,350.1303027,0,0,0,0,19,72,0,0,43.75,0,0,484.8803027,134.75
18305,74.06,2015,3625,361.46,0,2233.333333,100,527.7,0,32,40,600,0,218.7999992,551.9,4665.193332,4303.733332
21707,109.16,2015,980.5599976,415.85,1036.8942,40.41666667,525,77.8,0,1140,120,0,35,0,575.5,3966.460867,3550.610867
44511,58.77,2015,1296.212036,674.9516948,323.02,125.8333333,0,0,0,0,40,0,0,4,0,1167.805028,492.8533333
40214,77.28,2015,13231.72656,413.83,0,320.8333333,233.3333321,49.9,0,400,120,0,54.58333397,26,13.9,1632.379999,1218.549999
7509,72.93,2015,1730.560059,356.53,0,0,0,0,0,0,0,0,791.666687,0,600,1748.196687,1391.666687
30909,42.67,2015,2540.768555,585.581078,119.298,58.33333333,150,0,0,0,280,0,7.166666508,0,0,1200.379078,614.7979998
18907,104.82,2015,56.15994263,438.99,32.302,0,20.83333397,0,201,200,0,0,0,0,0,893.125334,454.135334
35111,66.39,2015,1980,429.9052378,0,75,170,0,1,64,120,40,0,28,60,987.9052378,558
52701,71,2015,1649.433472,624.3577277,0,13.33333333,0,0,0,0,0,0,0,0,0,637.691061,13.33333333
31407,81.65,2015,600,431.16,0,0,0,0,0,0,0,0,0,0,0,431.16,0
41004,25.3,2015,7531.75,472.29,0,24.83333333,1575,0,692,360,140,0,0,58,0,3322.123333,2849.833333
51805,91.13,2015,1230.196655,382.3389236,0,0,50,0,106,0,92,0,87.49999857,27,0,744.8389222,362.4999986
25407,66.9,2015,257.355072,571.25,3664.50247,14081.50667,0,801.84,3.5,40,120,0,0,1407,2236.966667,22926.56581,22355.31581
44305,95.72,2015,539.2971191,706.0658412,0,0,45,10.75,0,1000,220,0,16.08333397,0,400,2397.899175,1691.833334
4201,71.66,2015,3900,463.1891082,0,275,100,0,0,300,0,0,383.3333435,0,175,1696.522452,1233.333344
42909,82.87,2015,870,592.85,0,66.66666667,330,37,34.5,32,154,37.5,0,0,249.6,1534.116667,941.2666667
57005,73.89,2015,4131.520508,493.33,315.2432,80.41666667,66.66666412,4,1,0,80,0,60.83333206,0,0,1101.489863,608.1598629
10210,78.57,2015,1287.640869,545.1408811,0,10,0,0,10,152,0,83.33333333,0,0,180,980.4742144,435.3333333
26909,79.3,2015,790.291687,356,0,129.1666667,0,9,0,0,0,0,70,0,7,571.1666667,215.1666667
33906,107.63,2015,2675,428.52,0,100,83.33333206,0,0,160,350,0,0,737.9000015,0,1859.753334,1431.233334
57110,78.5,2015,2883.333496,650.3754044,0,12.5,50,0,0,0,440,0,0,0,60,1212.875404,562.5
1201,77.62,2015,0,356.53,0,33.33333333,100,0,0,56,0,80,0,0,80,705.8633333,349.3333333
14704,98.02,2015,775.3633423,361.46,0,23.33333333,70,0,28.70000005,0,0,0,5.833333492,50,0,539.3266669,177.8666669
19715,77.92,2015,2879.280029,460.88,0,81.66666667,146,0,0,40,200,0,91.66666412,0,248,1268.213331,807.3333308
55706,34.54,2015,1250.839111,415.17,997.9116,0,0,0,0.416666667,0,120,0,0,0,160,1693.498267,1278.328267
10414,83.72,2015,2153.102539,346.28,0,133.3333333,0,0,0,0,80,16.66666667,0,18,0,594.28,248
13111,81.54,2015,2665.293213,471.7,73.8936,25,50,46.08,0,0,60,0,170.5000021,79.5,138.24,1114.913602,643.2136021
45804,77.08,2015,667.3151855,665.1440288,0,65.83333333,0,0,1,1.666666667,20,4.166666667,74.08333206,12,64,907.8940275,242.7499987
2210,102.74,2015,18301.11328,445.75,0,0,900,102,0,25684,480,0,305.8333435,0,200,28117.58334,27671.83334
55901,93.94,2015,4900,415.17,0,116.6666667,0,225,0,40,40,0,0,76,0,912.8366667,497.6666667
41102,21.34,2015,7289.279785,526.85,0,166.6666667,160,0,0,0,200,0,2.916666627,10,320,1386.433333,859.5833333
5512,144.79,2015,4515.279785,356.53,0,375,395,325,1945.416667,0,550,290,2745.833313,283.3333333,336,7602.113313,7245.583313
51705,61.88,2015,921.6942749,320.45,0,0,0,0,0,80,0,0,0,0,0,400.45,80
56613,92.63,2015,8586.720703,493.33,0,483.3333333,0,89.8,0,665.2,540,338.3333333,0,110.7000046,35.8,2756.496671,2263.166671
18611,78.24,2015,1113.893311,361.46,0,133.3333333,269,307.2,0,1101.166666,20,320,1320.25,0,28.8,3861.209999,3499.749999
37614,110.35,2015,17074.16992,702.044662,0,316.6666667,550,650,410.8333333,600,100,0,44.16666794,340,100,3813.71133,3111.666668
26110,72.87,2015,1812.483643,390.18,0,241.6666667,510,0,4,0,80,83.33333333,16.66666603,0,0,1325.846666,935.6666661
38901,99.1,2015,1261.997925,413.83,0,125,710,0,0,64,50,0,0,214,500,2076.83,1663
2011,84.33,2015,2983.333496,356.53,0,116.6666667,0,0,19.9,0,0,0,0,110,282.7,885.7966667,529.2666667
37901,60.74,2015,8652.899414,350.09,675.051,366.6666667,0,0,0,0,0,0,195.8333282,0,146.7,1734.340995,1384.250995
18803,47.52,2015,21611.56055,1010.099181,0,0,0,0,166.6666667,600,0,0,4212.500061,0,0,5989.265909,4979.166728
611,57.11,2015,7211.666504,356.53,0,83.33333333,1582,0,157,400,80,0,26.33333397,30,200,2915.196667,2558.666667
46311,30.03,2015,5638.168945,567.2941691,0,209.1666667,1729.290667,120,72,44,900,0,29.83333397,0,860,4531.584837,3964.290668
54911,62.62,2015,78.55167389,462.9,0,0,0,99,0,0,0,0,0,0,85.9,647.8,184.9
48001,71.28,2015,2938.834961,493.32,555.5944,32.91666667,100,0,25,336,20,0,0,0,850,2412.831067,1919.511067
10214,78.57,2015,6777.641602,925.9,161.51,462,1407.546168,536.6666667,130,2361.666667,1200,278.3333333,29.75,120,630.6666667,8244.039502,7318.139502
52614,107.34,2015,3100,320.45,0,591.6666667,70,160.8333333,0,846.5,420,333.3333333,0,82,0,2824.783333,2504.333333
25906,89.26,2015,75.80406189,319.88,0,0,0,0,179,300,0,0,0,20,0,818.88,499
45909,79.07,2015,5516.874023,409.16,0,150,250,587,0,1980,120,383.3333333,0,0,5,3884.493333,3475.333333
6903,215.09,2015,33666.66797,356.53,5271.2,583.3333333,340,800,680,35333.33333,1600,1700,0,0,1054.416656,47718.81332,47362.28332
32903,84.27,2015,1305.938354,430.1262647,0,0,100,0,99,0,80,0,9.166666985,0,400,1118.292932,688.166667
57604,29.09,2015,519.7800293,561.12,0,0,0,0,30,0,80,0,0,0,0,671.12,110
42603,113.14,2015,1151.946655,412.13,0,47.33333333,50,0,0,64,120,0,2,283,137.6,1116.063333,703.9333333
28304,70.78,2015,1004.070068,536.0920628,0,100,50,0,0,14,0,0,54.66666603,0,42,796.7587288,260.666666
28308,70.78,2015,2178.869629,312.33,0,37.5,0,0,0.833333333,0,0,0,113.5000029,0,50,514.1633362,201.8333362
20005,56.88,2015,16872.22656,551.1320071,0,481.25,650,128.5666667,0,2962.916667,1200,0,884.666687,0,1386,8244.532028,7693.400021
50311,68.79,2015,1075.364258,421.87,0,0,0,0,0,0,0,0,0,0,0,421.87,0
