id_n,weight,Year,GROSS_INCOME,CONS_Food,CONS_Alcohol_Tobacco,CONS_Clothing_Footwear,CONS_Housing,CONS_Hhold_Goods_Services,CONS_Health,CONS_Transport,CONS_Communication,CONS_Recreation_Culture,CONS_Education,CONS_Restaurants_Hotels,CONS_Miscellaneous,CONS_Total,CONS_Other
47511,154.48,2015,2521.390381,493.32,0,158,326,19.3,0,115.3333333,446,0,637.3,0,342.7,2537.953333,2044.633333
57514,92.7,2015,1200.555054,589.4377585,0,64.16666667,0,0,0,0,10,0,0,0,500,1163.604425,574.1666667
38112,74.57,2015,66.66666412,401.7132419,2673.3685,166.6666667,217,0,0,0,500,0,420,226,0,4604.748409,4203.035167
13715,78.06,2015,834.5858765,361.46,0,135.8333333,150,0,0,0,40,0,89.91666412,0,0,777.2099974,415.7499974
33615,74.02,2015,678.2093506,362.1,0,0,0,0,0,0,80,0,34.16666794,0,0,476.2666679,114.1666679
54403,44.73,2015,1450.292236,761.1883456,0,12.5,0,0,167,0,40,0,0,0,88,1068.688346,307.5
29514,125.16,2015,5780.994629,369.86,0,0,728.9621807,48,58.33333333,280,110,41.66666667,0,0,0,1636.822181,1266.962181
31702,61.89,2015,1125.092041,431.16,0,0,30,0,0,0,0,0,0,0,0,461.16,30
32001,73.24,2015,1822.249878,625.4225746,0,125,0,7.083333333,26.16666667,0,20,0,0,0,0,803.6725746,178.25
20007,56.88,2015,2971.333252,460.88,0,143.3333333,360,116.6666667,4,134,680,11.66666667,0,0,560,2470.546667,2009.666667
23703,80.79,2015,1607.500366,330.7734889,11.196,4.166666667,0,0,26,0,0,0,0,0,0,372.1361556,41.36266667
24101,74.51,2015,13.99999905,329.2,0,0,0,0,0,0,0,0,0,0,0,329.2,0
912,80.05,2015,11173.36328,356.53,0,0,120,0,44.58333333,196,160,0,55.83333206,6,0,938.9466654,582.4166654
20803,98.42,2015,4051.897461,740.2163297,0,113.3333333,216.6666641,201.5833333,0,128,930,0,0,21.5,1055,3406.29966,2666.083331
59313,67.42,2015,2336.591309,547.66,0,58.33333333,0,0,36,28,0,0,46,0,0,715.9933333,168.3333333
59411,70.49,2015,7143.166504,431.08,0,0,2286.789782,106.7,142,240,800,180,0,24,12.5,4223.069782,3791.989782
314,69.53,2015,0,356.53,0,232.1666667,15.9,28,0,16,0,0,0,576.6000004,138,1363.196667,1006.666667
28714,55.74,2015,6879.17334,355.8342706,0,210.8333333,986.0839875,0,0,360,270,0,434.1666565,0,0,2616.918248,2261.083977
17311,73.04,2015,14.05405426,361.46,463.5337,169.1666667,225,104,0,14,36,0,0,180,148,1701.160367,1339.700367
39912,82.68,2015,11.03142929,413.83,114.51059,1426.566667,70,3.3,0,32,260,0,0,0,245.4266667,2565.633924,2151.803924
26707,155.07,2015,446.2000122,356,83.9852,0,0,0,11,0,200,0,0,0,0,650.9852,294.9852
10313,65.01,2015,2745.483398,433.3429383,0,4.166666667,50,0,14,0,40,24,0,0,1435,2000.509605,1567.166667
8504,92.78,2015,11962.75684,881.35,323.02,0,455,565.3,1,218.7500006,160,280,115.3333359,0,536.08,3535.833337,2654.483337
53013,69.17,2015,1125.999268,439.34,0,19.16666667,340,0,0,104,0,63.33333333,8.333333015,42,0,1016.173333,576.833333
24405,166.91,2015,2263.333252,382.68,0,141.6666667,346.6666641,72,2,144,420,0,0,156,87.9,1752.913331,1370.233331
21110,89.38,2015,988.8439941,410.45,2727.7601,154.1666667,125,0,0,0,0,0,41.66666794,0,0,3459.043435,3048.593435
31107,121.69,2015,540,431.16,78.8108,0,0,0,0,0,0,0,0,0,0,509.9708,78.8108
42315,103.73,2015,11881.94629,477.619891,0,134.1666667,100,769,40,29.16666603,200,6816.666667,271.25,680,121.9,9639.769891,9162.15
52313,82.45,2015,1661.717651,320.45,0,8.333333333,0,0,0,0,0,0,0,0,0,328.7833333,8.333333333
54014,59.62,2015,27.5,415.17,1024.132,191.6666667,0,343.9,0,0,0,33.33333333,0,0,117.7,2125.902,1710.732
46215,74.52,2015,21.64292526,409.16,0,0,50,0,0,0,80,0,0,0,0,539.16,130
36907,118.55,2015,6923,389.57,0,141.6666667,498,0,0,353.083334,160,0,0,36,940,2518.320001,2128.750001
11410,145.83,2015,6111.865234,390.18,0,1250,278,777.2666667,1389,668.2,40,291.6666667,60,148,309.6,5601.913333,5211.733333
2909,96.31,2015,4787.5,447.1195328,0,0,100,923.3333333,0,400,460,346.6666667,0,58,600,3335.119533,2888
38215,71.36,2015,4325,350.09,0,50,80,99.13333333,10,48,60,0,0,0,215.9,913.1233333,563.0333333
40801,20.49,2015,4071,472.29,0,70.83333333,290,0,0,296,280,0,0,0,0,1409.123333,936.8333333
4610,84.14,2015,4875.272949,394.0677579,64.604,408.3333333,50,0,0,266,30,25,144.1666679,0,0,1382.171759,988.1040012
43204,67.77,2015,5452.062012,412.13,0,589.5833333,33.33333206,400,14.16666667,2569.5,470,54.16666667,333.75,98,789.7,5764.329999,5352.199999
10613,81.49,2015,534.9819946,346.28,274.4988,0,0,0,0,0,88,0,0,0,0,708.7788,362.4988
15503,149.19,2015,10333.33301,361.46,0,124.1666667,165,1.6,141.6,32583.33334,1600,333.3333333,0,41.66666667,227.9,35580.06001,35218.60001
56610,92.63,2015,15093.0293,493.33,0,1250,0,0,306.4166667,1620.416666,157,270.8333333,170.8333282,202,0,4470.829994,3977.499994
6711,359.17,2015,142.7079163,356.53,0,825,650,1200,155,1716.666667,1000,766.6666667,4439.066504,18,920,12046.92984,11690.39984
7110,116.69,2015,0,356.53,0,0,0,0,68,0,0,0,0,0,300,724.53,368
414,78.8,2015,10.17000008,356.53,19.3812,64.16666667,20,58.33333333,0,800,400,50,0,0,180,1948.4112,1591.8812
55307,69.82,2015,1665.004272,415.17,233.6788,89.16666667,0,0,0,0,340,0,0,0,546,1624.015467,1208.845467
19701,77.92,2015,200.5103455,460.88,0,83.33333333,0,0,0,860,0,0,266.6666565,0,0,1670.87999,1209.99999
20514,81.33,2015,1554.560059,675.900284,0,39.58333333,100,0,0,0,0,0,70.08333492,0,0,885.5669523,209.6666683
48302,122.2,2015,2117.689453,493.32,0,0,0,0,0,96,40,0,0,0,0,629.32,136
47708,82.28,2015,8826.94043,497.2,305.772,77.91666667,300,3,75,160,600,0,224.9999962,0,0,2243.888663,1746.688663
48411,187.07,2015,5950.054199,969.4377604,0,58.33333333,0,0,0,0,116,0,0,0,0,1143.771094,174.3333333
21705,109.16,2015,15915.28027,441.6,0,54.16666667,1700,0,0,1808,120,0,58.33333206,79.16666667,1573.8,5835.066665,5393.466665
41610,67.92,2015,8735.280273,412.13,0,0,30,24.9,0,800,280,0,14.16666698,0,393.5,1954.696667,1542.566667
47609,167.84,2015,8393.333984,493.32,0,0,150,0,370,168,200,0,0,559.9000015,0,1941.220002,1447.900002
8601,107.58,2015,15113.36328,503.55,0,783.3333333,36211.09034,12.5,419.0666667,1349,410,0,28.58333397,6833.333333,7.5,46557.95701,46054.40701
41303,79.07,2015,168.1097412,412.13,32.302,15,0,0,11,0,0,0,0,0,620,1090.432,678.302
51607,21.37,2015,1658.325195,421.87,64.604,29.16666667,0,0,0,0,20,0,0,12,0,547.6406667,125.7706667
52702,71,2015,4433.335449,562.4164332,0,83.33333333,0,0,0,160,0,0,0,0,0,805.7497665,243.3333333
59306,67.42,2015,1158.032104,827.1986347,0,0,0,0,6,0,0,0,0,0,0,833.1986347,6
47401,21.97,2015,3033.333252,1760.35,0,241.6666667,0,278.3,93,4125,800,200,588.333313,3000.000015,2485.3,13571.94999,11811.59999
4701,71.04,2015,1740.192627,356.53,346.2288,33.33333333,55,0,0,200,40,0,0,0,0,1031.092133,674.5621333
45703,83.9,2015,3217.69043,409.16,0,119.0833333,240,528.0833333,14,368,40,0,284.5633378,26,964.3333333,2993.223338,2584.063338
1915,144.22,2015,9917.416016,356.53,0,116.6666667,0,0.8,523.1666667,512,120,33.33333333,33.33333206,297.8999996,168.5,2162.229998,1805.699998
35812,65.69,2015,435.953064,389.57,0,120,80,0,0,152,120,0,0,0,660,1521.57,1132
26501,68.4,2015,862.5,419.55,0,0,0,0,0,224,40,0,0,0,0,683.55,264
13011,152.48,2015,3246.404785,361.46,0,154.1666667,175,213.7,250,600,340,16.66666667,300,139,1887.4,4437.393333,4075.933333
23305,40.08,2015,977.3143921,798.039398,0,191.6666667,200,0,4.166666667,240,80,280,119.1666646,0,100,2013.039396,1214.999998
43906,83.98,2015,507.8282776,476.95,0,253.9,268,85.9,0,0,80,0,18.33333397,438.4000015,111.7,1733.183335,1256.233335
14808,108.81,2015,3352.258057,361.46,0,0,0,0,0,20,48,0,0,0,0,429.46,68
43604,59.04,2015,1735.888428,632.908911,0,86.66666667,0,0,145,1220,0,66.66666667,0,0,0,2151.242244,1518.333333
8404,86.78,2015,3945.833252,425.49,0,83.33333333,110,0,0,489.166666,200,0,0,0,0,1307.989999,882.4999993
10104,87.37,2015,2000,386.41,3635.1912,0,0,0,0,0,0,0,0,740,0,4761.6012,4375.1912
55401,47.9,2015,700.9000244,415.17,0,158.3333333,0,0,0,0,0,0,0,0,0,573.5033333,158.3333333
39504,82.65,2015,3200,546.7525842,77.5248,83.33333333,120,224.9166667,0,0,150,0,0,0,0,1202.527384,655.7748
2005,84.33,2015,1784.715576,436.8484871,243.74,0,50,0,0,0,80,0,0,0,0,810.5884871,373.74
8113,87.82,2015,1268.937622,425.49,0,79.16666667,100,0,0,130,60,0,0,20,0,814.6566667,389.1666667
33609,74.02,2015,2291.685547,537.9279191,0,29.16666667,230,0,0,2069.333333,120,0,35.83333302,0,438,3460.261252,2922.333333
33214,70.08,2015,560.6699829,362.1,0,8.333333333,0,0,0,60,40,0,0,19,172,661.4333333,299.3333333
14209,86.26,2015,10785.83984,648.6,0,832.5,250,37.5,59.33333333,1357.666667,400,0,166.6666679,240,1554,5546.266668,4897.666668
24815,73.87,2015,0,382.68,35.0556,0,0,0,0,0,0,0,0,0,0,417.7356,35.0556
59507,70.24,2015,963.7724609,741.6077697,0,100,300,0,0,0,80,0,355,0,0,1576.60777,835
43602,59.04,2015,1345.288452,421.87,53.7408,0,0,0,44,0,24,0,0,26,0,569.6108,147.7408
42411,111.26,2015,452.8016052,824.611809,0,85.83333333,20,0,4,28,25,0,350,60,0,1397.445142,572.8333333
25206,54.2,2015,1002.340576,382.68,0,25,0,0,4,0,0,0,0,0,0,411.68,29
2805,68.09,2015,1500,356.53,0,125,70,0,0,600,200,0,0,741.9000015,0,2093.430002,1736.900002
21213,122.43,2015,2115.280029,410.45,22.392,170.8333333,0,0,0,600,80,16.66666667,90,24,0,1414.342,1003.892
10405,83.72,2015,4621.303711,471.75,0,79.16666667,705,121.7,0,222,300,0,188.8333321,44,702.8,2835.249999,2363.499999
29311,40.5,2015,1920,369.86,0,0,0,0,0,0,160,0,0,0,18,547.86,178
26103,72.87,2015,703,390.18,132.2944,206.6666667,30,72.4,0,168.4,310,8.333333333,0,8,0,1326.2744,936.0944
24703,61.76,2015,3664.206787,382.68,0,39.91666667,300,13,53,128,50,0,163.3333359,0,116,1245.930003,863.2500026
20011,56.88,2015,21000,466.9405083,0,520.8333333,275,0,0,1600,400,0,0,0,304,3566.773842,3099.833333
35010,80.85,2015,1421.805908,695.4736736,459.2784,41.66666667,0,166.6666667,2,0,100,0,35.33333206,82,316,1898.418739,1202.945065
13411,69.49,2015,2050.030029,361.46,0,83.33333333,120,0,0,0,0,12.5,109.5833359,0,24,710.8766692,349.4166692
41811,85.15,2015,1436.670654,412.13,180.4524,133.3333333,70,30,0,80,70,0,0,6,12,993.9157333,581.7857333
2913,96.31,2015,2345.840088,379.6144441,0,166.6666667,290,0,0,2090.833333,600,0,916.666687,36,0,4479.781131,4100.166687
3001,96.67,2015,1683.122803,356.53,0,0,150,27.9,24.8,240,820,0,0,29.70000029,1104.9,2753.83,2397.3
54001,59.62,2015,0,415.17,0,0,0,0,0,0,0,0,0,0,0,415.17,0
51610,21.37,2015,1519.737549,421.87,0,0,0,0,0,0,0,0,0,0,0,421.87,0
33802,62.04,2015,24353.27734,428.52,0,58.33333333,300,0,416,0,200,0,745.833313,383.3333333,0,2532.01998,2103.49998
35909,63.04,2015,7632.432617,389.57,0,243.3333333,126,0,0,48,170,96.66666667,0,167,538.3333333,1778.903333,1389.333333
34202,55.26,2015,6619.128418,428.52,77.5248,550,40,0,5,0,360,58.33333333,20.83333397,20,0,1560.211467,1131.691467
614,57.11,2015,15703,356.53,0,727.9166667,320,0,200,800,900,280,0,276,344.6666667,4205.113333,3848.583333
18107,94.98,2015,13064.76074,388.9089246,690.824,216.6666667,3319.478878,0,0,348.3333359,420,0,59.16666794,120,637,6200.378473,5811.469549
3811,56.49,2015,11380,356.53,0,0,200,499.9166667,3.166666667,6250.749997,200,0,0,140,0,7650.36333,7293.83333
13604,80.22,2015,9767.5,361.46,0,358.3333333,0,600,52,1051.166666,40,688.3333333,741.666687,12,284.1666667,4189.126686,3827.666686
4615,84.14,2015,833.9378662,552.2684509,0,275,110,0,0,42,40,83.33333333,0,392,400,1894.601784,1342.333333
25903,89.26,2015,2158.751953,386.8506908,0,41.66666667,100,0,0,0,400,0,33.33333206,0,220,1181.85069,794.9999987
9803,84.87,2015,5125.833496,386.41,67.176,383.3333333,350,200,0,80,600,0,0,0,760,2826.919333,2440.509333
7303,67.91,2015,44379.98438,384.7,0,341.6666667,475,260,2174.666667,4000,400,0,0,440,18,8494.033334,8109.333334
39707,77.09,2015,14417.03027,413.83,0,208.3333333,0,0,1328.083333,817.5,0,0,79.16666412,0,0,2846.91333,2433.08333
9909,76.61,2015,9307.066406,825.65,0,5024.566667,183.3333359,8.9,10,2070,300,0,0,516,17.9,8956.350003,8130.700003
59912,79.21,2015,2930.166748,800.65,0,162.5,0,147.9166667,0,100,80,11.58333333,92.5,0,0,1395.15,594.5
57107,78.5,2015,1314.896118,1182.95,0,150,350,40,33.33333333,60,260,133.3333333,6.666666508,0,40,2256.283333,1073.333333
26005,127.64,2015,844.1014404,478.6342653,19.3812,11.25,0,0,3,0,0,0,13.99999952,0,0,526.2654648,47.63119952
53104,68.32,2015,8303.504883,439.34,0,125,0,200,409.3333333,2431.666666,2000,20.83333333,0,0,960,6586.173333,6146.833333
57605,29.09,2015,736.666687,561.12,223.92,0,0,0,0,0,240,0,0,0,0,1025.04,463.92
615,57.11,2015,1067.5,356.53,0,250,3015.562866,1270.716667,50,2120,800,0,0,0,2825.466667,10688.2762,10331.7462
45805,77.08,2015,154.2413635,856.6826139,0,137.5,20.25,41.66666667,292.8333333,1200,240,58.33333333,2.083333254,0,0,2849.34928,1992.666667
18201,112.8,2015,3022.375488,361.46,0,9.166666667,60,0,0,728,140,0,177.8333282,67,359.5,1902.959995,1541.499995
411,78.8,2015,5030.560059,430.1424444,223.92,0,0,0,0,80,200,47.5,497.0833435,0,54,1532.645788,1102.503344
17811,53.64,2015,0,361.46,0,145.8333333,80,76,43.33333333,609.166667,200,1058.333333,0,0,1604,4178.126667,3816.666667
38507,77.3,2015,1155.882202,350.09,0,133.3333333,30,0,0,32,80,0,0,0,0,625.4233333,275.3333333
2202,102.74,2015,1038.933472,356.53,0,0,0,0,0,0,0,0,1733.333374,470,0,2559.863374,2203.333374
16601,179.43,2015,5636.575684,361.46,201.528,233.3333333,50,0,0,509,40,0,0,294.8999996,0,1690.221333,1328.761333
202,60.98,2015,131.9466705,356.53,0,50,100,0,0,0,0,0,15,120,0,641.53,285
17710,98.09,2015,26355.36328,692.7731522,0,725,700.0000076,1200,1770,7516.25,1200,0,465.8333435,0,0,14269.8565,13577.08335
1813,79.9,2015,90908.32813,356.53,0,66.66666667,600,0,370,370,400,0,0,0,0,2163.196667,1806.666667
11011,80.59,2015,6624,637.8758432,19.3812,708.3333333,366.6666641,183.3333333,0,2216,2000,483.3333333,1054.166687,0,4445,12114.09039,11476.21455
3505,61.6,2015,1500,356.53,129.208,308.3333333,50,0,8.333333333,140,200,0,0,594,475,2261.404667,1904.874667
43415,85.15,2015,1467.987183,412.13,0,250,0,51.9,0,1800,124,0,0,80,0,2718.03,2305.9
44705,88.95,2015,2276.587158,390.09,0,125,40,0,0,0,40,0,3.333333254,4,0,602.4233333,212.3333333
55905,93.94,2015,1133.095215,415.17,0,89.16666667,0,0,0,0,0,0,0,0,0,504.3366667,89.16666667
57209,50.21,2015,1924.845337,493.33,0,114.5833333,20,21.9,0,120,0,0,2.5,6,293.7,1072.013333,578.6833333
49101,179.22,2015,2477.224365,411.73,0,29.16666667,50,60,226,0,250,0,0,219.8000023,88,1334.696669,922.966669
29602,79.78,2015,126.8590012,369.86,64.604,0,70,0,0,0,0,0,0,0,0,504.464,134.604
26513,68.4,2015,1522.085571,419.55,0,8.333333333,0,0,0,1000,500,0,0,0,0,1927.883333,1508.333333
7105,116.69,2015,50616,748.45,0,1600,0,15400.5,0,6700,800,0,0,5348.300056,314.3,30911.55006,30163.10006
43903,83.98,2015,485.7611389,678.5965055,0,0,130,0,1,0,40,0,50.41666555,0,0,900.0131711,221.4166656
29703,65.28,2015,800,719.1000114,0,14.16666667,0,660,0,60,175.9,0,0,0,359.4,1988.566678,1269.466667
10605,81.49,2015,143.016449,346.28,108.2117,16.66666667,0,56,0,60,0,0,0,0,0,587.1583667,240.8783667
49006,69.12,2015,235.0833282,411.73,0,216.6666667,170,0,0,0,160,0,0,0,0,958.3966667,546.6666667
3011,96.67,2015,1334.453735,356.53,0,0,30,100,0,42,200,0,0,142.9000015,97,968.4300015,611.9000015
39215,77.04,2015,14.15300655,413.83,0,838.3333333,130,0,0,1510.833334,200,0,0,838,86,4016.996667,3603.166667
46114,35.14,2015,789.6022339,409.16,0,3.75,12.86319252,0,0,400,1600,0,0,0,368,2793.773193,2384.613193
55811,231.64,2015,5789.279785,481.0477018,0,41.66666667,200,0,0,0,400,0,66.66666412,0,0,1189.381033,708.3333308
8013,81.92,2015,8183.333496,356.53,179.136,0,800,33.75,73,2789.333333,650,80,0,0,10120,15081.74933,14725.21933
47212,80.08,2015,2622.316895,368.7,54.4368,0,230,0,0,280,40,0,0,0,4021,4994.1368,4625.4368
29307,40.5,2015,400,369.86,0,0,0,0,0,0,40,0,0,0,0,409.86,40
36310,80.46,2015,6000,389.57,0,75,630,116,248.3333333,0,120,314.1666667,0,262,404,2559.07,2169.5
40203,77.28,2015,14574.35742,413.83,0,166.6666667,240,116.7,23,60,200,0,159.5833378,90,200.7,1670.480005,1256.650005
30313,54.96,2015,943.8914795,369.86,534.458,66.66666667,0,0,0,0,0,0,0,0,0,970.9846667,601.1246667
36703,63.58,2015,1318.393311,389.57,0,68.16666667,150,0,0,64,0,0,139.0833359,0,2295.9,3106.720003,2717.150003
44812,82.23,2015,2473.143311,496.34,0,333.3333333,0,0,2,80,160,0,0,1512,81.66666667,2665.34,2169
1707,104.96,2015,1885,356.53,0,166.6666667,200,0,0,160,60,0,0,0,0,943.1966667,586.6666667
53715,47.28,2015,351.4436951,506.3126206,0,83.33333333,0,0,0,144,40,0,0,0,65,838.6459539,332.3333333
19907,88.19,2015,5115.363281,460.88,0,408.3333333,100,662.0333333,40.83333333,1050,190,300,38.75,41.66666667,240,3532.496667,3071.616667
3002,96.67,2015,2.580000162,404.6,0,60,50,0,332,0,120,0,0,44,299.8,1310.4,905.8
34005,60.03,2015,228.7280273,428.52,51.6832,0,0,0,751,0,0,0,0,0,0,1231.2032,802.6832
4415,75.57,2015,2832.030029,356.53,193.5244,58.33333333,0,0,0,0,160,0,470,34,395,1667.387733,1310.857733
19101,71.12,2015,700,460.88,0,0,0,0,0,0,0,0,0,0,0,460.88,0
16315,118.44,2015,2810.520996,439.9198516,0,700,0,0,12,436,240,458.3333333,0,40,1407.333333,3733.586518,3293.666666
59310,67.42,2015,2285.189453,547.66,0,25,0,0,7,0,0,0,2.083333254,0,0,581.7433333,34.08333325
51809,91.13,2015,2028.000488,320.45,0,50.83333333,20,0,0,136,40,0,79.91666412,6,0,653.1999975,332.7499975
23005,135.47,2015,1030.560059,329.2,0,0,0,140,0,0,80,0,0,0,28,577.2,248
55709,34.54,2015,1438.494141,465.9289875,91.7316,50,0,0,0,0,40,0,0,0,16,663.6605875,197.7316
8515,92.78,2015,62978,1072.05,0,375,400,136.6,537.5833333,3310.416667,530,0,0,490,392.3,7243.95,6171.9
38312,63.27,2015,900,350.09,100.764,491.3333333,90,0,4.75,0,936,416.6666667,0,12,149.6666667,2551.270667,2201.180667
20811,98.42,2015,1538.871094,554.1863298,0,341.6666667,200,1,456.3333333,2116,120,200,0,770.3999901,260,5019.58632,4465.39999
6007,78.08,2015,8750,356.53,323.02,916.6666667,230,1559.75,33.33333333,6120,500,833.3333333,0,1289.333333,4273,16434.96667,16078.43667
41809,85.15,2015,3266.662354,469.35,0,619.9,230,338.1333333,30.5,128,190,0,34.58333397,52,573.1,2665.566667,2196.216667
31813,73.98,2015,95.0032196,588.45,0,37.5,50,1,1,5372.800001,330,0,0,0,332.8,6713.550001,6125.100001
41605,67.92,2015,2425.634277,737.95,0,166.6666667,240,389.6,12,160,0,0,462.083333,0,405.7,2574,1836.05
45411,97.11,2015,1736,409.16,0,0,3151,44.6,200,2652.083334,400,0,0,90,621,7567.843334,7158.683334
36411,96.38,2015,950,389.57,1241.6709,62.5,0,0,0,0,0,0,0,1452,0,3145.7409,2756.1709
20711,136.31,2015,2793.265137,938.763865,0,0,66.66666412,0,50,160,240,0,0,0,22,1477.430529,538.6666641
23903,47.54,2015,66.5153656,329.2,0,0,0,0,0,247,6,0,0,0,200,782.2,453
60001,57.54,2015,0,389.57,0,21.66666667,20,0,0,0,320,0,0,0,0,751.2366667,361.6666667
41612,67.92,2015,3500,501.7610382,0,0,180,0,0,0,0,0,0,0,1000,1681.761038,1180
12814,61.1,2015,711.1199951,361.46,96.906,0,50,0,3.666666667,0,150,0,14.16666651,0,0,676.1993332,314.7393332
29508,125.16,2015,295.1878662,371.0056331,3650.5833,112.5,900,0,0,140,0,0,0,0,0,5174.088933,4803.0833
37101,103.73,2015,3870.863281,554.05,0,437.5,100,0,16.66666667,64,220,150,51.66666794,68,163.3,1825.183335,1271.133335
2611,46.85,2015,3425,356.53,0,510.6666667,75,0,0,152,80,58.33333333,0,350,228,1810.53,1454
51504,87.85,2015,1780.172363,421.87,0,37.5,0,0,0,0,40,0,38.16666746,96,0,633.5366675,211.6666675
23909,47.54,2015,3795.811279,329.2,0,475,0,12.5,0,542,720,0,0,104,600,2782.7,2453.5
4504,82.25,2015,441.9823608,356.53,0,291.6666667,500,0,0,40,200,0,0,155.8999996,80,1624.096666,1267.566666
36209,56.85,2015,2025.150024,622.7426432,119.5741,204.1666667,0,0,8,0,0,0,275.3333278,0,1200,2429.816738,1807.074095
22506,48.29,2015,21910.85156,354.73,0,786.3333333,3322.0721,87.66666667,17.33333333,2071.666666,250,125,142.25,0,432,7589.052099,7234.322099
6907,215.09,2015,22290.06055,802.3,738.936,1420.833333,1020,200,3152.416667,1880,640,400,15395.75,230,93.63333333,25973.86933,25171.56933
20702,136.31,2015,1627.157349,410.45,0,0,106.6666641,0,0,0,40,0,66.66666794,0,0,623.783332,213.333332
50910,104.57,2015,123,421.87,0,0,0,0,5,0,20,0,0,0,0,446.87,25
12809,61.1,2015,4305.946289,361.46,1119.6,429.1666667,350,0,8.333333333,4200,1350,600,87.49999809,74,1400,9980.059998,9618.599998
15204,67.95,2015,111.31707,361.46,0,211.6666667,50,0,0,480,500,0,0,146,9590,11339.12667,10977.66667
1609,64.16,2015,1251.794922,669.2532071,0,0,0,0,0,0,0,0,0,0,0,669.2532071,0
45213,156.65,2015,9143.699219,496.34,387.624,916.6666667,45,0.8,0,0,200,224,0,0,55.8,2326.230667,1829.890667
5706,92.42,2015,115.2799988,356.53,0,0,0,0,0,0,0,0,0,0,200,556.53,200
6615,74.3,2015,5000,414.9418657,0,87.5,300,86,0,196,260,1200,573.833313,0,1504,4622.275179,4207.333313
42907,82.87,2015,600,412.13,341.0848,283.3333333,355.26,78.1,0,112,286,0,0,70,85.3,2023.208133,1611.078133
36514,79.81,2015,0,389.57,0,0,0,0,0,0,0,0,0,0,500,889.57,500
52603,107.34,2015,1016.400024,320.45,0,0,43,78.6,4,104,80,0,92.16666698,0,39.9,762.116667,441.666667
35610,40.87,2015,1241.596802,897.304,91.4744,196.3333333,72.87025047,87.8,39.9,72,300,0,0,40,1368,3165.681984,2268.377984
4302,87.79,2015,175,923.0295241,0,50,150,0,0,140,160,0,0,0,324,1747.029524,824
48301,122.2,2015,937.1152344,493.32,44.784,0,800,41.8,0,288,140,0,0,0,302,2109.904,1616.584
36205,56.85,2015,16403.69727,409.3197753,0,865,771.4621807,625,1667.5,1665.000001,800,262.5,74.58333588,0,8.333333333,7148.698626,6739.378851
16707,96.91,2015,1250.599976,361.46,775.248,0,100,0,7,600,1200,0,0,0,0,3043.708,2682.248
33005,90.94,2015,2508.708496,405.45,0,70.83333333,75,32,0,0,40,0,0,242,775.4,1640.683333,1235.233333
34505,103.65,2015,17800,389.57,0,116.6666667,122,0,0,80,24,0,0,0,196.8333333,929.07,539.5
21402,83.23,2015,1098.771484,410.45,406.8688,18.33333333,0,0,0,0,0,41.66666667,24.99999905,0,0,902.3187991,491.8687991
56712,74.85,2015,1648.613281,493.33,0,125,400,0,0,42,200,310,690.8333549,0,0,2261.163355,1767.833355
12114,58.67,2015,46425.11719,396.65,1279.4912,958.3333333,800,1200,1931,17531.83333,800,738.3333333,2396.666748,584.9000001,629.6666667,29246.87461,28850.22461
22105,172.89,2015,83.33332825,308.06,0,25,80,80,0,200,120,680,0,0,148,1641.06,1333
8507,92.78,2015,14525,746.4035771,0,1316.666667,3573.109034,1916.666667,2293.583333,666.6666667,80,1183.333333,0,566.6666667,1520,13863.09594,13116.69237
29905,74.39,2015,1179.036743,369.86,0,0,50,80,0,300,0,0,0,0,20,819.86,450
44311,95.72,2015,4343.135742,582.1131393,51.6832,200,20,0,0,0,184,0,407.0833263,0,274,1718.879666,1136.766526
32911,84.27,2015,478.3333435,405.45,0,316.6666667,0,0,0,5206.666667,400,0,0,50,218.3333333,6597.116667,6191.666667
50615,99.4,2015,250,421.87,470.232,179.1666667,500,0,0,232,120,0,0,14,28,1965.268667,1543.398667
24202,50.04,2015,978.7399902,329.2,0,0,0,0,0,0,0,0,0,0,0,329.2,0
8903,89.47,2015,5250.839844,581.2766954,0,331,635,0,7.5,160,250,0,244.0833359,0,764,2972.860031,2391.583336
47914,71.49,2015,461.250061,493.32,0,0,100,0,0,0,0,0,0,20,0,613.32,120
6208,110.38,2015,35497.28125,356.53,31.12488,0,1200,0,382,3000,0,600,733.3333282,1261,330,7893.988208,7537.458208
28110,50.75,2015,1262.827026,317.9021826,1093.88,0,0,0,5,0,80,0,0,0,0,1496.782183,1178.88
36412,96.38,2015,0,389.57,0,0,0,58,0,96,80,0,0,0,762,1385.57,996
10713,73.7,2015,4302.165039,390.18,8.0755,237.5,600,1.6,41.66666667,2429.166667,320,16.66666667,249.1666718,40,105.9,4439.922172,4049.742172
23110,81.03,2015,597.9099121,329.2,0,0,30,0,2,13.33333302,20,0,1,18,0,413.533333,84.33333302
47810,65.03,2015,12213.90039,493.32,0,500,433.3333282,40,30,0,0,0,271.9999943,4,0,1772.653323,1279.333323
21703,109.16,2015,115.2799988,410.45,0,158.3333333,450,160,0,616,1420,0,10.83333302,0,2250,5475.616666,5065.166666
44803,82.23,2015,4087.226563,496.34,0,0,0,81.8,16.66666667,0,60,0,188.2500038,0,50,893.0566705,396.7166705
46905,74.72,2015,2148.30249,409.16,0,69.98,100,47.4,0,0,0,0,61.66666508,0,174.12,862.3266651,453.1666651
21201,122.43,2015,1660,607.3927717,0,0,10,0,341.6666667,800,160,0,0,0,288,2207.059438,1599.666667
