Taxpayer_ID,Year,Sector,Sector_Code,weight,Revenues,Other_revenues,Expenses,Net_accounting_profit,Total_additions_to_GP,Other_deductions,Investment_incentive,Carried_forward_losses,Op_WDV_Comp,Op_WDV_Mach,Op_WDV_Bld,Op_WDV_Others,sch2_wdv_beg_year_class_20,Tax_depr_Intang,Add_Bld,Add_Comp,Add_Mach,Add_Others,sch2_addinit_during_yr_class_20,Excl_Comp,Excl_Mach,Excl_Others,sch2_dispsl_class_20,Loss_lag8,Loss_lag7,Loss_lag6,Loss_lag5,Loss_lag4,Loss_lag3,Loss_lag2,Loss_lag1
1,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1762343166,0,1752343166,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2023,"M-Professional, scientific and technical activities",12,1,184704767,0,173095537,11609230,10752000,0,0,0,1152000,51456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3768330000,0,3336582000,431748000,27328000,122678000,0,0,2205877,30884522,0,0,0,0,0,6581000,4600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2023,J-Information and communication,9,1,195722000,0,194723000,999000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2023,C-Manufacturing,2,1,24951363077,0,26672158741,-1720795664,1643404625,11805837,0,495713514,22635823,201970442,0,1975366413,0,0,0,58808256,271987607,2961518598,0,0,0,148042320,0,0,0,0,0,0,0,0,0
20,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,265982400,0,253911889,12070511,607500,0,0,1716500,1260000,2560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,301210000,0,395269978,-94059978,135334954,0,0,252074012,27210,906099671,0,98822848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2023,I-Accommodation and food service activities,8,1,1109695558,0,896321791,213373767,158923487,12000000,0,0,1087,31165507,1781332800,0,0,0,89066640,0,424786440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2023,N-Administrative and support service activities,13,1,46224327000,0,45917195000,307132000,284556000,0,0,0,28241064,178962432,0,0,0,0,0,31295000,277198000,0,0,0,28202000,0,0,0,0,0,0,0,0,0,0
64,2023,P-Education,16,1,273680284,0,241795173,31885111,6918800,0,0,0,0,33294000,490000000,0,0,0,24500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2023,S-Other service activities,19,1,1025482801,0,890902557,134580244,2810276,0,0,0,2748000,1958400,0,0,0,0,0,1850000,8005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2023,Q-Human health and social work activities,17,1,555237266,0,534019481,21217785,1616775658,0,1616775658,7313276966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2023,"A-Agriculture, forestry and fishing",0,1,10953146001,0,10899545415,53600586,177232299,0,0,0,2035080,381157807,0,234470051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,373736400,0,379126366,-5389966,10349408,0,0,0,810000,6127040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2023,F-Construction,5,1,300020000,0,465991317,-165971317,0,0,0,0,2100000,1440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2023,K-Financial and insurance activities,10,1,156814894,0,156814894,0,9936400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,18041284000,0,18026653000,14631000,164048400,67362000,0,0,202000,203288000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2023,P-Education,16,1,155521059,0,281697986,-126176927,83043967,0,0,0,58419964,61764001,0,0,0,0,0,52245000,87480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2023,I-Accommodation and food service activities,8,1,3588440342,0,3528054013,60386329,777650583,0,0,6636242259,13341510,1896441320,0,0,0,0,0,5384000,53499690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2340597357,0,2329014543,11582814,0,0,0,0,16796,570426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2023,I-Accommodation and food service activities,8,1,1482272285,0,1371223282,111049003,177192900,0,0,649336989,0,339964500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,7962520186,0,7952329768,10190418,0,0,0,0,2132729,9662924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2023,L-Real estate activities,11,1,379653677,0,-1506554457,1886208134,2154848022,3886129535,0,0,2708638,202613962,14048945940,5347681,0,0,702447297,0,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2023,"M-Professional, scientific and technical activities",12,1,281905369,0,281905369,0,18216283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2023,C-Manufacturing,2,1,242766382,0,336813775,-94047393,48009250,0,0,0,0,496650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2023,F-Construction,5,1,2077839902,0,1656801049,421038853,5383425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1587892822,0,1255698271,332194551,35768230,115125000,0,0,0,14188277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2023,F-Construction,5,1,2209101923,0,1652361745,556740178,187479712,0,0,0,156764,631212225,0,3119969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2023,J-Information and communication,9,1,212403040,0,210932000,1471040,1202650,0,0,4730570,2687760,491520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2023,"M-Professional, scientific and technical activities",12,1,630043458,0,625716816,4326642,77638716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2023,"M-Professional, scientific and technical activities",12,1,735738485,0,727555911,8182574,0,0,0,0,0,12753920,0,36793750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2023,"M-Professional, scientific and technical activities",12,1,504553797,0,457520247,47033550,5758400,0,0,0,7740000,13312000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2023,Q-Human health and social work activities,17,1,635871740,0,587651380,48220360,0,0,0,23226264,6010704,114838397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2023,C-Manufacturing,2,1,156174610,0,154958100,1216510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2023,"M-Professional, scientific and technical activities",12,1,152240000,0,147640000,4600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2023,I-Accommodation and food service activities,8,1,150672000,0,144416430,6255570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2023,J-Information and communication,9,1,554713728,0,460037675,94676053,5044955,756181,0,0,3554185,26841595,0,10632138,0,0,0,0,0,0,0,0,9243819,0,0,0,0,0,0,0,0,0,0
176,2023,J-Information and communication,9,1,266748752,0,263519287,3229465,3040956,0,0,0,6300000,1400000,0,0,0,0,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2023,J-Information and communication,9,1,348534933,0,343626187,4908746,0,0,0,0,214169.44,55949567.42,0,0,0,0,0,0,0,0,0,214169.44,0,0,0,0,0,0,0,0,0,0,0
179,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2314080331,0,2271120273,42960058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2023,"M-Professional, scientific and technical activities",12,1,411662115,0,411662115,0,24327794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,458525600,0,444952139,13573461,1240339,0,0,0,355528,1490944,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,356448686,0,250128482,106320204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,544417590,0,483839216,60578374,513264,0,0,0,26706,469762,0,0,0,0,0,2750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2023,F-Construction,5,1,1676243715,0,1460817649,215426066,753085,872166,0,16772651,0,0,0,0,0,0,0,6525424,6902999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2023,C-Manufacturing,2,1,830900596,0,1155364852,-324464256,83994438,0,0,0,101127,106019976,0,9894091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,295938400,0,289449170,6489230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2023,"R-Arts, entertainment and recreation",18,1,169700000,0,170249579,-549579,1878679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2532025000,0,2609586000,-77561000,190216000,0,0,0,0,7872756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,9008978000,0,8943191432,65786568,42215903,0,0,0,7819200,162448045,0,0,0,0,0,0,1645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2023,P-Education,16,1,502904134,0,459595790,43308344,10714000,0,0,0,0,29856000,52000000,0,0,0,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2023,K-Financial and insurance activities,10,1,3567733000,0,3551742312,15990688,4134818,0,0,81737546,7339475,8669542,0,0,0,0,0,10380000,18638019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2023,"M-Professional, scientific and technical activities",12,1,173841927,0,243658147,-69816220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,401157411,0,400636560,520851,8654600,0,0,0,6400000,30473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,341167663,0,328171870,12995793,4960000,0,0,0,18700000,6100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1435803492,0,1406081023,29722469,8236768,0,0,0,2528250,15510272,0,0,0,0,0,5178900,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,832592544,0,781258251,51334293,1820976,0,0,0,0,251659,0,0,0,0,0,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2023,F-Construction,5,1,164086000,0,133331000,30755000,4625000,0,0,0,94200,13924800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,572332000,0,569280786,3051214,5356118,0,0,2900008,41007,20837303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,241477000,0,236989000,4488000,4775000,0,0,7558366,246240,20339746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,213656530,0,212452627,1203903,290000,0,0,0,0,0,0,0,0,0,0,0,1450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1.04E+11,0,1.04E+11,190729992,2913932,0,0,0,93312,393216,0,6728313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2023,"M-Professional, scientific and technical activities",12,1,183601682,0,179033572,4568110,5315622,0,0,89622839,311040,16394240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,239371662,0,232446353,6925309,1920000,0,0,0,864000,3072000,0,0,0,0,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,333790647,0,355708076,-21917429,16159613,0,0,0,0,84778800,0,8311000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2023,H-Transportation and storage,7,1,169470000,0,168781992,688008,14200000,0,0,0,378000,73015080,0,0,0,0,0,0,224000000,0,0,0,226000000,0,0,0,0,0,0,0,0,0,0
279,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1285729653,0,1179248661,106480992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,12798460000,0,12796326000,2134000,1253802000,0,0,0,10373000,150860000,0,0,0,0,0,7400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,4148723819,0,4130465994,18257825,476850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2023,F-Construction,5,1,158502786,0,122392157,36110629,2196024,0,0,102718697,0,37813626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,31380628656,0,31894981848,-514353192,25540471,0,0,0,1918788,60033754,0,0,0,0,0,14619202,23769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2023,P-Education,16,1,255000000,0,250847583,4152417,9684363,0,0,68775631,8000000,90000000,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2023,P-Education,16,1,261873500,0,258103287,3770213,5465373,0,0,0,5069385.6,22270074.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2023,Q-Human health and social work activities,17,1,5857504386,0,5854645380,2859006,71665000,0,0,0,3019019,344936992,0,47384539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2023,I-Accommodation and food service activities,8,1,1383352195,0,1347001623,36350572,95018590,0,0,254679048,0,0,0,0,0,0,0,0,5200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3581108850,0,3577758850,3350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2023,"A-Agriculture, forestry and fishing",0,1,400000000,0,355035970,44964030,185220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,378147300,0,378147300,0,40304506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2023,K-Financial and insurance activities,10,1,494279000,0,416766309,77512691,20585209,0,98097900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2023,P-Education,16,1,184530000,0,184530000,0,13144500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2023,Q-Human health and social work activities,17,1,806946124,0,772131868,34814256,11559000,0,0,0,0,95280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,4792128328,0,4803992377,-11864049,426916663,180000000,0,0,17364600,344210502,0,69417523,0,0,0,7764420.34,81363221.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,19614979057,0,19073325143,541653914,81150443,0,0,0,0,1303391,0,211208039,0,0,0,7862373,20529661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,656574928,0,688898675,-32323747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,150213559,0,161741070,-11527511,0,120077,0,1064000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,688684730,0,698144073,-9459343,1142999,965952,0,47312961,0,5452800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2023,C-Manufacturing,2,1,9284619108,0,8559932337,724686771,695611194,137300580,0,0,400455,193498990,0,3272546384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2023,C-Manufacturing,2,1,1704904513,0,4546048644,-2841144131,194490240,0,0,0,0,491838700,0,0,0,0,0,0,430000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,4708656523,0,4605703869,102952654,16079531,9000000,0,0,13205,8214021,0,1386457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,487033897,0,472358167,14675730,565946,0,0,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2023,S-Other service activities,19,1,374467000,0,359217000,15250000,181000,0,0,0,84000,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2023,J-Information and communication,9,1,185052930,0,181785129,3267801,541044,0,0,0,540000,1459200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2023,"M-Professional, scientific and technical activities",12,1,1893266465,0,1683308903,209957562,1132321,0,0,18387964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2023,F-Construction,5,1,340416500,0,353068500,-12652000,1718400,0,0,0,1050000,1472000,0,0,0,0,0,2000000,1020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2023,H-Transportation and storage,7,1,1469352567,0,1275936093,193416474,121036411,0,0,327800031,0,358759448,0,0,0,0,0,0,9843380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2023,P-Education,16,1,851498872,0,900817205,-49318333,105879587,0,0,0,0,0,0,0,0,0,0,7221000,175007040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2023,C-Manufacturing,2,1,7852313000,0,9727326000,-1875013000,5608831000,213766619,0,25892683716,2248161,15085574217,0,0,0,0,0,0,1425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,247821833,0,187537251,60284582,1760280,0,0,141973803.4,535029,2125824,0,3384398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2023,S-Other service activities,19,1,1647539620,0,1642837346,4702274,26641600,0,0,0,12600000,108008000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2023,J-Information and communication,9,1,905755701,0,885369110,20386591,29078200,0,0,0,37046500,17298000,0,0,0,0,0,12000000,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2023,C-Manufacturing,2,1,5497625672,0,5423721219,73904453,38882424,0,0,0,7296000,43015120,0,0,0,0,0,5060000,93270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,781566401,0,785158916,-3592515,8620000,0,0,0,0,15500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,162927019,0,1906003970,-1743076951,0,0,0,0,1134000,11087432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,2023,C-Manufacturing,2,1,279029906,0,276083813,2946093,2480000,0,0,0,2100000,8200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2023,F-Construction,5,1,1731629052,0,1555527089,176101963,2572917,0,0,109078202,0,0,0,0,0,0,0,0,20583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,6942719059,0,6928025187,14693872,21788800,0,0,0,0,109024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2023,I-Accommodation and food service activities,8,1,1602116864,0,1597838257,4278607,4128738,0,0,24499960,2472000,8029600,0,17884685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2023,S-Other service activities,19,1,581524508,0,492145770,89378738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,2023,F-Construction,5,1,623495521,0,593668102,29827419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,424154678,0,384167325,39987353,40943015,72660000,0,0,214675,20112749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3962209706,0,3956021761,6187945,14522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2023,N-Administrative and support service activities,13,1,262449270,0,226188730,36260540,3944383,0,0,34286311.65,5880000,9431918.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2023,P-Education,16,1,632384974,0,619689196,12695778,2749000,0,0,0,0,45879092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2023,I-Accommodation and food service activities,8,1,1328282596,0,1321619518,6663078,9345867,0,0,0,4952500,50563569.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2023,J-Information and communication,9,1,587007596,0,444683707,142323889,3998660,0,0,0,3131218,3676088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2023,F-Construction,5,1,3684345924,0,3631655005,52690919,0,0,0,0,0,1689642,0,2681402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2023,Q-Human health and social work activities,17,1,340322100,0,268580000,71742100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2023,J-Information and communication,9,1,153188850,0,151178770,2010080,2074045,0,0,0,69378.31,13652946.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2023,P-Education,16,1,285307489,0,292106900,-6799411,20560000,0,0,0,7800000,0,240000000,0,0,0,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,2023,C-Manufacturing,2,1,78200077000,0,79313249000,-1113172000,8230488954,23631388047,0,1335649769,12187062,792086441,647380400,155260754,0,0,32369020,0,8421984629,0,0,0,23728814,0,0,0,0,0,0,0,0,0,0
575,2023,T-Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,20,1,5031859214,0,4980018769,51840445,91264442,0,0,0,273026,257525025,0,0,0,0,0,3559322,77805140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2023,Q-Human health and social work activities,17,1,2266969820,0,2165318037,101651783,186676732,0,0,0,4781262,198777239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,2023,I-Accommodation and food service activities,8,1,206692423,0,375101072,-168408649,15779145,0,0,157280296,0,65481452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,2023,Q-Human health and social work activities,17,1,2819044987,0,2723137174,95907813,69551335,0,0,0,3008757,119997094,0,25201584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2023,K-Financial and insurance activities,10,1,6377450720,0,6373593132,3857588,1174101,0,0,3675326,0,0,0,0,0,0,0,170168,1441478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2023,"M-Professional, scientific and technical activities",12,1,4701121000,0,3848331897,852789103,1224407,0,0,0,1674213,0,0,1849076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2023,P-Education,16,1,368423215,0,470044989,-101621774,33118701,9213502,0,200869967,1201606,9001038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2023,C-Manufacturing,2,1,1159116185,0,1137320149,21796036,6000050,0,0,0,0,0,0,0,0,0,0,27650400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,20682851000,0,21010556000,-327705000,489916000,0,0,0,8976336,147056000,0,9492382,0,0,0,0,267364000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2023,K-Financial and insurance activities,10,1,563598700,0,509925865,53672835,458645,0,0,0,0,2278400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,756363864,0,728994257,27369607,657915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,218315159,0,215022127,3293032,2465895,0,0,105803673,116400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2023,F-Construction,5,1,218500592,0,197850263,20650329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2023,I-Accommodation and food service activities,8,1,258647831,0,257090813,1557018,4769985,0,0,146904443,74408,14313046,0,312273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2023,P-Education,16,1,272054100,0,272054100,0,2693166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
