Taxpayer_ID,Year,Sector,Sector_Code,weight,Revenues,Other_revenues,Expenses,Net_accounting_profit,Total_additions_to_GP,Other_deductions,Investment_incentive,Carried_forward_losses,Op_WDV_Comp,Op_WDV_Mach,Op_WDV_Bld,Op_WDV_Others,sch2_wdv_beg_year_class_20,Tax_depr_Intang,Add_Bld,Add_Comp,Add_Mach,Add_Others,sch2_addinit_during_yr_class_20,Excl_Comp,Excl_Mach,Excl_Others,sch2_dispsl_class_20,Loss_lag8,Loss_lag7,Loss_lag6,Loss_lag5,Loss_lag4,Loss_lag3,Loss_lag2,Loss_lag1
20207,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2461499469,0,2377514113,83985356,5224092,0,0,0,0,8824950,0,5882450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210,2023,C-Manufacturing,2,1,13593887000,0,13730827000,-136940000,7549204170,10619025000,0,15108838591,38930740,415611657,5754910000,705826800,0,0,287745500,7049000,15403000,305732000,0,0,0,1137410460,0,0,0,0,0,0,0,0,0
20213,2023,"R-Arts, entertainment and recreation",18,1,392122108,0,353478100,38644008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20216,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,267785000,0,223112800,44672200,4060000,0,0,0,1050000,10000000,0,0,0,0,0,1600000,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20218,2023,J-Information and communication,9,1,596018275,0,532509081,63509194,13708169,0,0,0,4115248,6463284,51463460,3296432,0,0,2573173,0,0,113321681,0,0,0,0,0,0,0,0,0,0,0,0,0
20222,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,745177755,0,769756663,-24578908,621599,0,0,0,70091,2510816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20223,2023,K-Financial and insurance activities,10,1,19702585000,0,33754303000,-14051718000,14705044000,5708971000,0,0,454023731,308829500,0,0,0,0,0,83000000,23832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20224,2023,S-Other service activities,19,1,270935816,0,234893449,36042367,13476297,0,0,0,174960,56958318,0,1659151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20227,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,393410969,0,392234435,1176534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20228,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,13952855987,0,13950539572,2316415,16191900,0,0,85554322,2700000,157297600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20234,2023,C-Manufacturing,2,1,68949482000,0,64097583000,4851899000,2316647000,80052000,0,0,105231941,1224733625,13263125760,732988421,0,0,663156288,20554000,46772213,918000409,0,0,0,69986245,0,0,0,0,0,0,0,0,0
20235,2023,Q-Human health and social work activities,17,1,258053703,0,253572939,4480764,4930848,0,0,0,1944000,28352000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20244,2023,C-Manufacturing,2,1,425202632,0,561432340,-136229708,81255341,0,0,182822399,1060170.5,3664561.65,713251500,23525900.3,0,0,35662575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20245,2023,"M-Professional, scientific and technical activities",12,1,5128006889,0,4740067627,387939262,1468506787,0,0,0,2577109,4293194362,0,923987560,0,0,0,0,472914859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20266,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1.33E+11,0,1.25E+11,7554093263,33139653975,1573803101,23011377793,0,107155138,28455115486,8161250000,0,0,0,408062500,75265936,16804096049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20268,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,208681360,0,271986788,-63305428,14589422,0,0,0,0,8169262,0,48776046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20270,2023,J-Information and communication,9,1,345437578,0,370858956,-25421378,1898725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20276,2023,F-Construction,5,1,864677830,0,815335449,49342381,1934548,0,0,0,583200,9956438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20277,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,10909061892,0,11167870960,-258809068,761960710,0,0,0,6221984,2035967893,0,0,0,0,0,15754237,19310339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20278,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,43131268000,0,40984918000,2146350000,772422000,566064000,0,0,16418000,366775000,0,0,0,0,0,5621000,246760000,0,0,0,-9625000,0,0,0,0,0,0,0,0,0,0
20282,2023,N-Administrative and support service activities,13,1,927539492,0,922341754,5197738,5477922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20283,2023,"A-Agriculture, forestry and fishing",0,1,40333350000,0,39188298000,1145052000,5761078000,451866000,0,1982904460,3928484,21995033488,7332712000,248719590,0,0,366635600,0,4395460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,2023,H-Transportation and storage,7,1,357000000,0,354700000,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20291,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,27313031000,0,24329020000,2984011000,136591923,206209847,0,0,47385610,209454602,0,0,0,0,0,16076000,44708000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20295,2023,N-Administrative and support service activities,13,1,6474477443,0,6075143286,399334157,6000000,0,0,14215689,205944,151749811,0,18305097,0,0,0,0,262988543,687822591,0,0,0,0,0,0,0,0,0,0,0,0,0
20310,2023,F-Construction,5,1,195619417,0,192605167,3014250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,2023,L-Real estate activities,11,1,1298099000,0,-656355000,1954454000,658516000,2612970000,0,24839000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20324,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1198551453,0,1192950449,5601004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20325,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,227758000,0,216096732,11661268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20329,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,311221593,0,292428786,18792807,34256240,32514240,0,19777611,0,162571200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20334,2023,S-Other service activities,19,1,248258147,0,237988723,10269424,27390000,0,0,50671616,0,10214271,0,93161250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20342,2023,H-Transportation and storage,7,1,392835000,0,367203000,25632000,16434000,0,0,0,80000,52627000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20348,2023,"M-Professional, scientific and technical activities",12,1,1159488172,0,1079596528,79891644,1289325,0,0,0,1352160,2755200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20355,2023,"M-Professional, scientific and technical activities",12,1,1112230935,0,1112230935,0,406135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,2023,C-Manufacturing,2,1,590000638,0,579508044,10492594,13781320,5650600,0,0,100700,23041639,0,5965765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20364,2023,F-Construction,5,1,227949834,0,385041821,-157091987,103028,0,0,0,0,89339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,2023,"M-Professional, scientific and technical activities",12,1,250436562,0,230714685,19721877,12680000,0,0,0,2628000,2304000,0,0,0,0,0,0,1200000,55240000,0,0,0,0,0,0,0,0,0,0,0,0,0
20369,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,61290556000,0,60843467000,447089000,101406000,0,0,0,9513000,172246000,0,0,0,0,0,2839000,259372000,0,0,0,32203000,0,0,0,0,0,0,0,0,0,0
20372,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,360338015,0,406916455,-46578440,6480000,0,0,0,4200000,24000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3169466100,0,3147428897,22037203,19039292,0,0,0,4320000,0,0,61519202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20380,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,42466860000,0,34241800000,8225060000,1091734000,234740000,0,0,8475303,551715392,0,0,0,0,0,25333586.81,83515564.43,0,0,0,1519000,0,0,0,0,0,0,0,0,0,0
20383,2023,Q-Human health and social work activities,17,1,376455719,0,360290593,16165126,11076115,0,0,127089,3126240,13347200,0,0,0,0,0,8401200,40925000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20387,2023,C-Manufacturing,2,1,6365920000,0,5471647000,894273000,732143000,334708000,0,872971930,0,0,0,2671083268,0,0,0,0,1271000,49174000,0,0,0,1323361000,0,0,0,0,0,0,0,0,0
20391,2023,"A-Agriculture, forestry and fishing",0,1,2158472500,0,2156106140,2366360,11814625,0,0,792966485,0,23711066,0,221521076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20392,2023,"A-Agriculture, forestry and fishing",0,1,10367794381,0,9931549260,436245121,283030000,0,0,0,0,0,360000000,374500000,0,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20409,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,10931893152,0,10797373628,134519524,12762270,0,0,0,3222353,26696450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20422,2023,P-Education,16,1,1003600000,0,1006022664,-2422664,62890859,0,0,0,6246900,111635951,462880320,0,0,0,23144016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20427,2023,C-Manufacturing,2,1,204065959,0,195777286,8288673,6920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20429,2023,"A-Agriculture, forestry and fishing",0,1,638509200,0,618802806,19706394,1406899,0,0,0,0,1731411,449795960,2604515,0,0,22489798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20430,2023,N-Administrative and support service activities,13,1,4791892000,0,4754027000,37865000,270311093,177611700,0,0,7307,17063907,0,0,0,0,0,0,60000000,0,0,0,112156000,0,0,0,0,0,0,0,0,0,0
20432,2023,"M-Professional, scientific and technical activities",12,1,637125024,0,622839632,14285392,14224000,0,0,0,4500000,13800000,0,0,0,0,0,0,38870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20442,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,41307208000,0,39330719600,1976488400,161539000,558925400,0,0,609017,308457340,2160354000,0,0,0,108017700,6750000,49010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20443,2023,N-Administrative and support service activities,13,1,441417600,0,441204186,213414,21420035,0,0,0,7660200,135931200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20446,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,525220051,0,436075622,89144429,110633780,0,0,0,1789830.6,552000,0,0,0,0,0,0,469326884.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20447,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,331598484,0,322679979,8918505,820579,0,0,0,909600,3084800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20449,2023,C-Manufacturing,2,1,1032460165,0,996196337,36263828,49774916,0,0,0,0,348097552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20456,2023,N-Administrative and support service activities,13,1,352433000,0,341798000,10635000,10533000,0,0,0,17711000,30583000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20473,2023,"A-Agriculture, forestry and fishing",0,1,1668838010,0,1657179810,11658200,227085,0,0,3466863,0,1385600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20476,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2297859307,0,2776969741,-479110434,0,0,0,0,6538493,33984511,0,21457372,0,0,0,5690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20477,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,169136000,0,170726947,-1590947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20478,2023,"M-Professional, scientific and technical activities",12,1,425805383,0,398401932,27403451,6470000,0,0,0,119246,1856536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20482,2023,J-Information and communication,9,1,352310487,0,339335350,12975137,4503389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20485,2023,C-Manufacturing,2,1,5250690037,0,5058942964,191747073,87129860,51387074,0,0,2563500,385109032,0,0,0,0,0,1200000,0,38750000,0,0,0,0,0,0,0,0,0,0,0,0,0
20487,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,745929572,0,743732003,2197569,1861875,0,0,0,3700000,8975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20502,2023,O-Public administration and defence; compulsory social security,15,1,311816284,0,317935925,-6119641,6000000,0,0,24599990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20503,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,339859556,0,318652880,21206676,3288000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20509,2023,Q-Human health and social work activities,17,1,3021520447,0,2957627449,63892998,5597734,31000000,0,0,0,793877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20513,2023,"A-Agriculture, forestry and fishing",0,1,1773634656,0,1776352808,-2718152,47344969,12395000,0,0,0,151953445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20522,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,456451102,0,446272469,10178633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20526,2023,"A-Agriculture, forestry and fishing",0,1,47292542202,0,47278692581,13849621,8165790,0,0,146800403,1285200,2003200,0,0,0,0,0,9900000,27215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20527,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,178497636,0,161434561,17063075,4421696,0,0,0,2622540,16863400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20534,2023,"M-Professional, scientific and technical activities",12,1,1195500000,0,1198356800,-2856800,456400,0,0,0,1500000,4160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20535,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1.94E+11,0,1.59E+11,34798878000,3586917000,1986447760,0,0,2704635000,553163000,1943078000,0,0,0,97153900,794546000,4632729000,0,0,0,36950000,0,0,0,0,0,0,0,0,0,0
20539,2023,I-Accommodation and food service activities,8,1,174467469,0,171882811,2584658,18367233,0,0,0,1962213,63086431,0,301951212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20541,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,741185743,0,733308273,7877470,0,0,0,0,0,1158092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20544,2023,"A-Agriculture, forestry and fishing",0,1,910790792,0,898894495,11896297,0,0,0,0,1764000,4315520,0,22170400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20545,2023,"M-Professional, scientific and technical activities",12,1,495409139,0,619241510,-123832371,64500000,0,0,831506618,2572359,422155943,0,2925304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20546,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,674450261,0,597522645,76927616,3552233,6055199,0,334283836,2560594,11116346,0,0,0,0,0,0,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20547,2023,"M-Professional, scientific and technical activities",12,1,515925000,0,486879352,29045648,18326647,0,0,0,1002327,10544176,0,0,0,0,0,9000000,42000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20552,2023,"R-Arts, entertainment and recreation",18,1,357814030,0,372925697,-15111667,26910185,0,0,0,8504457.79,4355791.26,0,1170223,0,0,0,2320000,7710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20557,2023,Q-Human health and social work activities,17,1,1201420480,0,1190763378,10657102,10051756,0,0,0,4904231,64339142,0,0,0,0,0,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20563,2024,"A-Agriculture, forestry and fishing",0,1,542290448,0,575292561,-33002113,8685978,0,0,1303531,90591,1837846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20564,2023,F-Construction,5,1,343496900,0,341041450,2455450,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20566,2023,F-Construction,5,1,320374600,0,315742225,4632375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20569,2023,I-Accommodation and food service activities,8,1,488544106,0,618470620,-129926514,384594058,192000000,0,211285678,587865.6,241474260,2370468340,0,0,0,118523417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20571,2023,F-Construction,5,1,13143533000,0,11692048000,1451485000,734393000,5606000,0,0,11570308,41183598,844495640,9601728,0,0,42224782,3200000,300675000,1378207000,0,0,16797000,0,0,0,0,0,0,0,0,0,0
20576,2023,F-Construction,5,1,2.71E+11,0,2.51E+11,19947309000,27194529244,7219744320,0,0,133024468,38920547976,1717727700,0,0,0,85886385,5895000,34489112061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20588,2023,"A-Agriculture, forestry and fishing",0,1,195750400,0,151785272,43965128,1708915,120800109,0,2923270490,4002523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20589,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,475759434,0,420582283,55177151,22794036,0,0,0,586189.44,51193011.48,0,0,0,0,0,0,46000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20594,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,376475489,0,373609538,2865951,329138,0,0,0,0,1548890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20601,2023,K-Financial and insurance activities,10,1,44519838260,0,44516500023,3338237,3076713,0,0,0,1579638,10559069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20607,2023,K-Financial and insurance activities,10,1,3.07E+11,0,1.99E+11,1.08E+11,62149357000,1.14E+11,0,0,11099034959,5624593259,2624562140,0,0,0,131228107,5655410000,2533234809,0,0,0,489100000,0,0,0,0,0,0,0,0,0,0
20624,2023,J-Information and communication,9,1,246953370,0,246753370,200000,0,0,0,740169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20630,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,673422452,0,664349887,9072565,0,0,0,0,0,1920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20643,2023,F-Construction,5,1,239868365,0,234361279,5507086,873262,0,0,0,0,2834957,0,1020906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20645,2023,J-Information and communication,9,1,272568827,0,254592585,17976242,6524158,0,0,0,982536.48,19138320,0,0,0,0,0,0,10575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20650,2023,F-Construction,5,1,416028766,0,369948738,46080028,0,0,0,0,0,1457521,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20652,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,180577000,0,175577000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20653,2023,N-Administrative and support service activities,13,1,187182114,0,184175651,3006463,3378216,0,0,0,7604982,409600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20665,2023,S-Other service activities,19,1,297265559,0,284933845,12331714,935406,0,0,0,2100000,8232000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20671,2023,C-Manufacturing,2,1,1521199852,0,1478087196,43112656,20547703,0,0,34412755,540000,13150407,0,26089375,0,0,0,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20675,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,489255100,0,425226381,64028719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20677,2023,J-Information and communication,9,1,538508127,0,452511247,85996880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20679,2023,N-Administrative and support service activities,13,1,6807858312,0,5440497883,1367360429,152899852,0,0,0,140506801,148152331.2,0,0,0,0,0,45930287,316231620,0,0,1586900,80000000,0,0,0,0,0,0,0,0,0,0
20683,2023,T-Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,20,1,424000000,0,412578500,11421500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20686,2023,F-Construction,5,1,415682213,0,393975575,21706638,0,0,0,0,66096,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20692,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2269917776,0,2219961300,49956476,827439,0,0,0,110985,738290,0,0,0,0,0,1977966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20695,2023,N-Administrative and support service activities,13,1,1753165973,0,1547212398,205953575,5185384,0,0,0,2267594,6029288,0,2662966,0,0,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20696,2023,H-Transportation and storage,7,1,1248284294,0,1469151590,-220867296,110343000,0,0,183667551,2160000,1920000,0,363650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20702,2023,Q-Human health and social work activities,17,1,577575116,0,594401082,-16825966,101894100,0,0,14506026,19312024.14,219333015,0,13720000,0,0,0,2000000,7600000,100100000,0,0,0,0,0,0,0,0,0,0,0,0,0
20705,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,211845768,0,210267081,1578687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20712,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2668918000,0,1812784272,856133728,13779788,0,0,0,432000,31262080,0,24798900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20719,2024,P-Education,16,1,1152967525,0,1111834250,41133275,13090274,0,0,16882482,561583,13635536,0,0,0,0,0,0,50419000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20731,2023,P-Education,16,1,1336230000,0,1321801499,14428501,18796734,240000,0,0,0,8873670,0,0,0,0,0,0,85110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20733,2023,F-Construction,5,1,571768618,0,508573653,63194965,0,0,0,0,12500000,41000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20735,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,4004896923,0,3999737905,5159018,29636000,0,0,13609933,3060000,1360000,0,93800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20736,2023,C-Manufacturing,2,1,1.38E+12,0,1.21E+12,1.67E+11,51656558000,6491306568,861920000,0,23667000,2578228000,2806767440,7337716000,0,0,140338372,90317000,1568732000,1299686000,0,0,292187000,0,0,0,0,0,0,0,0,0,0
20738,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,173056000,0,175828032,-2772032,10635432,0,0,0,0,47412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20739,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,40930904000,0,44546505970,-3615601970,7275456684,12634224057,0,11406169113,516430278,1930716811,3458740100,0,0,0,172937005,24914406.79,476137857.6,0,0,0,7000000,0,0,0,0,0,0,0,0,0,0
20744,2023,"R-Arts, entertainment and recreation",18,1,963552728,0,956102410,7450318,687600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20745,2023,I-Accommodation and food service activities,8,1,612533000,0,930639422,-318106422,197400437,0,0,737493213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20751,2023,"A-Agriculture, forestry and fishing",0,1,1450579873,0,1422478704,28101169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20752,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,158715463,0,158242760,472703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20758,2023,J-Information and communication,9,1,1707289372,0,1671932251,35357121,3598621,0,0,0,5877064.13,8224441.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20769,2023,F-Construction,5,1,3578073393,0,4698781836,-1120708443,879409216,0,0,791712507,410400,1996656110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20770,2023,"M-Professional, scientific and technical activities",12,1,9654857462,0,9614947957,39909505,45279618,0,0,0,2380338,421069,0,110994800,0,0,0,15825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20771,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1989698257,0,1927456223,62242034,2377868,0,0,0,0,8857503,0,474591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20777,2023,I-Accommodation and food service activities,8,1,354493771,0,350951096,3542675,25039972,0,0,0,7791000,7509450,0,133000000,0,0,0,8709000,28810550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20786,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,539280678,0,527553485,11727193,0,0,0,0,0,2039808,0,2497040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20787,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,4096920000,0,3556917000,540003000,799000,369549000,0,0,1312000,715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
