id_n,weight,Year,GROSS_INCOME,CONS_Food,CONS_Alcohol_Tobacco,CONS_Clothing_Footwear,CONS_Housing,CONS_Hhold_Goods_Services,CONS_Health,CONS_Transport,CONS_Communication,CONS_Recreation_Culture,CONS_Education,CONS_Restaurants_Hotels,CONS_Miscellaneous,CONS_Total,CONS_Other,'CONS_Food
49803,79.63,2015,21108.158208,421.87,0.0,3350.0000004000003,3180.0,3792.0,624.0,3984.0,1440.0,0.0,4957.9999752,0.0,7005.599999999999,28755.469975599997,28333.5999756,5062.4400000000005
51111,39.49,2015,29247.934572000002,421.87,0.0,0.0,0.0,0.0,240.0,192.0,480.0,3000.0,0.0,0.0,13698.800004,18032.670004,17610.800004,5062.4400000000005
46510,73.42,2015,277097.57808,409.16,0.0,4500.0,2340.0,2499.0,5970.0,32927.000004,2904.0,0.0,0.0,3572.4000324000003,790.8000000000001,55912.36003640001,55503.200036400005,4909.92
47307,81.09,2015,30190.359372,373.15,0.0,1432.5999996,3360.0,0.0,120.0,13440.0,12000.0,0.0,450.0,0.0,432.0,31607.7499996,31234.5999996,4477.799999999999
54003,59.62,2015,29470.719731999998,415.17,0.0,249.99999995999997,0.0,500.40000000000003,0.0,1920.0,7200.0,999.99999996,456.0,624.0,1150.8000000000002,13516.369999920002,13101.199999920002,4982.04
14513,69.03,2015,10800.0,421.35,2687.04,699.99999996,3420.0,3456.0,0.0,1344.0,0.0,0.0,0.0,330.0,576.0,12934.38999996,12513.03999996,5056.200000000001
55101,59.49,2015,33723.058596,536.5628414,0.0,1290.0,0.0,0.0,0.0,1332.0,1440.0,0.0,0.0,0.0,0.0,4598.5628414,4062.0,6438.7540968
56513,72.48,2015,15730.921871999999,493.33,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,952.0000148400001,0.0,576.0,2261.33001484,1768.00001484,5919.96
36809,62.07,2015,23507.499023999997,389.57,0.0,890.00000004,600.0,0.0,0.0,2880.0,1680.0,0.0,0.0,480.0,7200.0,14119.57000004,13730.00000004,4674.84
41907,80.74,2015,28135.678716000002,412.13,0.0,9200.0000004,3720.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0,99.99999999600001,23032.130000396,22620.000000395998,4945.5599999999995
29409,103.79,2015,18974.755368000002,369.86,0.0,105.0,0.0,0.0,468.0,3960.0,0.0,0.0,560.0000152800001,96.0,0.0,5558.86001528,5189.00001528,4438.32
23902,47.54,2015,324.72001644,329.2,0.0,0.0,0.0,0.0,0.0,3936.0,960.0,0.0,0.0,0.0,0.0,5225.2,4896.0,3950.3999999999996
10707,73.7,2015,96527.02734,783.1951376,0.0,6099.9999996,4200.0,0.0,95.000000004,12514.400004,1200.0,3588.0,2460.0,504.0,7014.999999600001,38459.595140804005,37676.400003204006,9398.3416512
6114,76.21,2015,304656.0,360.0,0.0,1100.00000004,2400.0,18000.0,16968.0,48250.000008,9600.0,6000.0,26650.000308000002,0.0,168.0,129496.00031604001,129136.00031604001,4320.0
29114,60.32,2015,3326.5275875999996,312.33,0.0,0.0,39.999999048,0.0,429.99999996,0.0,144.0,0.0,0.0,0.0,0.0,926.329999008,613.999999008,3747.96
43005,27.61,2015,184798.07808,412.13,0.0,20000.000004,3840.0,8979.9999996,4596.0,11962.000008,5520.0,0.0,0.0,2085.6000372,2619.9999995999997,60015.73004839999,59603.600048399996,4945.5599999999995
31503,64.3,2015,50298.023436,700.7586422,0.0,1350.0,2200.0000308,0.0,0.0,37720.000008,960.0,0.0,2159.9999772,2760.0,0.0,47850.75865820001,47150.000016000005,8409.103706400001
38101,74.57,2015,203182.99224,576.9,0.0,36635.439996,20253.941832,4200.0,11316.0,23640.0,7200.0,3180.0,0.0,5040.0,168.0,112210.28182799999,111633.381828,6922.799999999999
19408,83.65,2015,23403.360348000002,460.88,0.0,0.0,1200.0,0.0,108.0,0.0,480.0,0.0,1000.0000305600001,0.0,0.0,3248.8800305600003,2788.00003056,5530.5599999999995
6004,78.08,2015,64209.03516,356.53,0.0,1299.9999996000001,3000.0,0.0,0.0,6720.0,3600.0,200.00000004000003,364.99999235999996,6766.800018,1200.0,23508.330009999998,23151.80001,4278.36
23111,81.03,2015,54340.52929199999,377.3705327,0.0,2555.0000004000003,37800.0,0.0,36.0,62985.0,14400.0,950.00000004,410.00001528000007,99.99999999600001,3840.0,123453.37054841602,123076.00001571601,4528.4463924
50309,68.79,2015,8565.7946772,421.87,3688.6896,0.0,0.0,1200.0,0.0,0.0,2880.0,99.99999999600001,0.0,0.0,0.0,8290.559599996,7868.689599996,5062.4400000000005
21015,64.99,2015,13726.412112000002,410.45,3224.4480000000003,0.0,857.54616816,3560.0000004000003,0.0,384.0,0.0,0.0,0.0,0.0,7716.0,16152.444168560001,15741.99416856,4925.4
17614,159.04,2015,24000.0,584.159701,268.704,264.99999995999997,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,1800.0,4981.863700960001,4397.70399996,7009.9164120000005
25104,64.33,2015,37251.738276,382.68,0.0,5109.9999996,10873.572486000001,4899.9999996,7853.2000728,4128.0,6720.0,0.0,0.0,1656.0,8148.0,49771.452558000005,49388.772558000004,4592.16
28604,76.83,2015,11972.3767092,422.8210208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.8210208,0.0,5073.8522496
36114,119.29,2015,19384.359372,725.0439625,0.0,600.0,2040.0,0.0,99.99999999600001,2400.0,1440.0,0.0,39.999999048,1200.0,0.0,8545.043961544001,7819.999999044,8700.52755
55615,90.32,2015,2898.5213016000002,742.2,0.0,50.000000004,636.0,921.5999999999999,0.0,0.0,0.0,0.0,590.0000152800001,4320.0,3097.2000000000003,10357.000015284,9614.800015284,8906.400000000001
21609,52.54,2015,189434.17968,410.45,0.0,699.99999996,4980.0,0.0,2400.0,4320.0,10080.0,0.0,283.00000764000004,741.59999088,0.0,23915.04999848,23504.59999848,4925.4
27010,77.42,2015,12199.199712,356.0,0.0,0.0,480.0,0.0,0.0,2736.0,0.0,0.0,0.0,0.0,0.0,3572.0,3216.0,4272.0
19201,95.18,2015,43500.0,460.88,0.0,6000.0,2700.0,1892.3999999999999,0.0,7542.0,9600.0,0.0,1649.9999544,240.0,4366.799999999999,34452.0799544,33991.1999544,5530.5599999999995
50101,69.79,2015,6033.0179448,421.87,0.0,699.99999996,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,1860.0,3317.86999996,2895.99999996,5062.4400000000005
54611,72.96,2015,9800.159912399999,415.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.999999048,0.0,0.0,455.169999048,39.999999048,4982.04
56913,78.61,2015,6080.7033696,551.6890735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,1403.6890735,852.0,6620.268881999999
17701,98.09,2015,616404.0,1210.582689,0.0,15000.0,1396424.7924,16899.999996,6806.000000399999,25755.0,57600.0,0.0,15300.0,10044.0,9936.0,1554976.3750854,1553765.7923964,14526.992268000002
9715,80.56,2015,124323.87888,386.41,0.0,2349.9999995999997,52131.22392,841.1999999999999,6848.000000399999,8940.0,6720.0,0.0,0.0,4146.0,3769.2000000000003,86132.03391999999,85745.62391999998,4636.92
36807,62.07,2015,43614.360348,389.57,0.0,890.00000004,2160.0,873.5999999999999,0.0,6336.0,2448.0,4010.0000004000003,3826.0001220000004,6000.0,1978.8000000000002,28911.97012244,28522.40012244,4674.84
29603,79.78,2015,42221.721684000004,812.895107,0.0,1110.0,6840.0,0.0,0.0,2880.0,1440.0,0.0,3295.0000764,0.0,8640.0,25017.8951834,24205.0000764,9754.741284
26811,110.34,2015,36300.0,444.8494424,0.0,12152.000004,199.99999235999996,15677.600004,0.0,5376.0,1560.0,0.0,0.0,0.0,1710.0,37120.44944276,36675.60000036,5338.1933088
58701,119.8,2015,5972.229858,547.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.66,0.0,6571.92
3903,88.04,2015,2383.7944332,385.01,3876.24,6999.999999600001,11400.0,16861.199999999997,44000.000004,31200.0,8400.0,2880.0,0.0,2760.0,2304.0,131066.4500036,130681.4400036,4620.12
214,60.98,2015,13383.360348,356.53,0.0,165.0,79.999998096,75.0,0.0,1584.0,0.0,0.0,238.99999235999996,432.0,0.0,2931.5299904559997,2574.999990456,4278.36
26609,87.15,2015,1429.1415708,356.0,0.0,0.0,0.0,0.0,180.0,768.0,0.0,0.0,0.0,0.0,0.0,1304.0,948.0,4272.0
24513,87.89,2015,24300.5874,728.05,0.0,1599.9999996,102790.210092,0.0,0.0,336.0,1680.0,0.0,0.0,1654.800018,982.8000000000001,109771.86010959999,109043.81010959999,8736.599999999999
46815,87.68,2015,5794.582764,409.16,1343.52,999.99999996,1200.0,0.0,171.99999996,1824.0,2400.0,4500.0,1019.9999886,0.0,840.0,14708.67998852,14299.51998852,4909.92
27615,101.65,2015,36968.37012,616.1640662,3788.184,0.0,1800.0,790.8000000000001,0.0,2400.0,1440.0,0.0,247.00000764000004,0.0,2088.0,13170.148073839999,12553.98400764,7393.9687944
19704,77.92,2015,25586.12988,460.88,0.0,399.99999996,1764.0,0.0,594.0,3888.0,0.0,0.0,7800.0,0.0,0.0,14906.87999996,14445.99999996,5530.5599999999995
4613,84.14,2015,26720.894532,356.53,0.0,999.99999996,2400.0,0.0,0.0,0.0,720.0,0.0,0.0,3720.0,720.0,8916.529999960001,8559.99999996,4278.36
15803,126.08,2015,49650.0,361.46,0.0,1437.9999996000001,1920.0,395.00000004,0.0,13320.0,1584.0,0.0,0.0,3792.0,10176.0,32986.45999964,32624.99999964,4337.5199999999995
48515,86.21,2015,124935.3516,1834.25,859.8527999999999,2988.9999995999997,17406.77562,7064.000000399999,8916.9999996,4704.0,2208.0,0.0,15027.000504,9788.0000004,8712.0,79509.878924,77675.628924,22011.0
31211,59.74,2015,9573.4775388,612.9597325,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.9597325,648.0,7355.51679
44907,101.66,2015,62597.40234,496.34,0.0,549.0,2400.0,3500.0000004000003,24.0,0.0,1152.0,1050.0,0.0,480.0,15192.0,24843.3400004,24347.0000004,5956.08
6706,359.17,2015,75852.0,545.65,0.0,7070.000000399999,5499.9999384,30322.800000000003,48.0,13560.0,10320.0,0.0,1180.0000305600001,4872.0,5797.92,79216.36996935999,78670.71996936,6547.799999999999
29708,65.28,2015,58320.0,369.86,0.0,0.0,0.0,0.0,2520.9999995999997,9789.9999996,0.0,0.0,0.0,0.0,0.0,12680.859999200002,12310.999999200001,4438.32
10715,73.7,2015,27640.886724000004,390.18,0.0,2000.0000004,7800.0,574.8,0.0,192.0,4080.0,5859.9999996,0.0,0.0,94.80000000000001,20991.78,20601.6,4682.16
5205,92.13,2015,73505.179692,356.53,0.0,500.00000004,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6256.530000039999,5900.00000004,4278.36
52613,107.34,2015,10397.1372072,556.9500008,1612.2240000000002,600.0,4868.71662,3999.9999995999997,0.0,15843.999996,3360.0,0.0,0.0,5838.7999956,1302.0,37982.690612000006,37425.7406112,6683.4000096
46602,89.24,2015,4800.0,730.0736057,0.0,0.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.0736057,552.0,8760.8832684
1013,86.53,2015,50700.0,356.53,5374.08,1470.0,1200.0,0.0,15.0,1680.0,0.0,0.0,0.0,3240.0,0.0,13335.61,12979.08,4278.36
23415,59.61,2015,5201.96814,329.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000004,0.0,0.0,7200.0,7534.200000004,7205.000000004,3950.3999999999996
54613,72.96,2015,123400.35936,415.17,0.0,2400.0,0.0,3300.0,0.0,2256.0,3360.0,0.0,790.0000305600001,0.0,1920.0,14441.17003056,14026.00003056,4982.04
9312,90.77,2015,30511.470708,386.41,465.1488,549.99999996,3087.166206,0.0,216.0,2016.0,240.0,0.0,0.0,0.0,0.0,6960.725005959999,6574.315005959999,4636.92
37401,84.42,2015,142466.70708,389.57,0.0,2400.0,6960.0,0.0,0.0,24096.0,9000.0,0.0,605.00000376,1920.0,3936.0,49306.570003759996,48917.00000376,4674.84
35213,64.26,2015,55262.109372,440.35,0.0,750.0,4980.0,0.0,0.0,4032.0,2832.0,1500.0,0.0,1104.0,3098.0000004000003,18736.350000399998,18296.0000004,5284.200000000001
10014,52.84,2015,32039.970708,386.41,0.0,549.99999996,840.0,810.0,312.0,1344.0,2160.0,0.0,313.00000764000004,0.0,453.59999999999997,7169.010007600001,6782.600007600001,4636.92
56004,82.11,2015,13497.375,415.17,0.0,1500.0,0.0,336.0,0.0,0.0,240.0,150.0,3159.9999384,0.0,3696.0,9497.1699384,9081.9999384,4982.04
58813,72.74,2015,39377.83008,547.66,0.0,99.99999999600001,0.0,0.0,360.0,0.0,960.0,0.0,304.99999812,1920.0,0.0,4192.659998116,3644.999998116,6571.92
18503,86.28,2015,27200.000976000003,361.46,0.0,4500.0,0.0,600.0,0.0,0.0,2400.0,0.0,0.0,8496.0,1500.0,17857.46,17496.0,4337.5199999999995
42211,90.1,2015,8031.146484,412.13,0.0,3804.9999995999997,3360.0,0.0,170.00000004,1344.0,579.99999624,200.00000004000003,2719.0000308,3939.9999995999997,69408.0,85938.13002632,85526.00002631999,4945.5599999999995
20302,105.56,2015,25555.297848000002,460.88,0.0,2600.0000004000003,1800.0,0.0,0.0,14400.0,4800.0,0.0,1560.0,0.0,13524.0,39144.8800004,38684.0000004,5530.5599999999995
13001,152.48,2015,223072.66404,630.2,0.0,6000.0,1164.0,6912.0,4248.0,97264.640004,50400.0,1500.0,0.0,26728.800023999996,2500.5999996,197348.2400276,196718.0400276,7562.400000000001
11512,158.13,2015,22551.489252,390.18,6587.562,249.99999995999997,0.0,0.0,12.0,0.0,1440.0,0.0,0.0,0.0,12000.0,20679.741999960002,20289.561999960002,4682.16
2714,64.28,2015,23191.719732,356.53,1550.496,1299.9999996000001,1800.0,0.0,12.0,2400.0,1440.0,500.00000004,754.99998384,0.0,0.0,10114.02598348,9757.49598348,4278.36
20714,136.31,2015,1552.4375615999998,410.45,0.0,1200.0,1800.0,0.0,0.0,2674.999992,2400.0,0.0,750.0,360.0,0.0,9595.449992000002,9184.999992000001,4925.4
29401,103.79,2015,44546.868168,369.86,0.0,1400.0000003999999,1200.0,0.0,500.00000004,2256.0,600.0,0.0,11150.000244,0.0,1728.0,19203.860244440002,18834.00024444,4438.32
8609,107.58,2015,138249.0,425.49,8061.12,11000.0000004,2400.0,6999.999999600001,960.0,0.0,4800.0,4500.0,0.0,18159.999996,3324.0,60630.60999599999,60205.119995999994,5105.88
49202,68.2,2015,17169.531744,382.36,3100.992,200.00000004000003,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4643.352000039999,4260.99200004,4588.32
28001,63.75,2015,50294.86524,315.4026825,0.0,0.0,0.0,1449.9999996000001,0.0,480.0,4800.0,0.0,0.0,574.80001836,0.0,7620.20270046,7304.80001796,3784.83219
12610,148.71,2015,309836.71872,496.95,0.0,3500.0000004000003,4399.9999692,3776.3999999999996,13286.799995999998,76141.999992,12240.0,4320.0,7895.0000148,14328.0,10660.8,151045.94997239998,150548.99997239996,5963.4
6103,76.21,2015,198600.0,792.1485342,5374.08,8000.000000399999,12000.0,0.0,9600.0,33480.0,19200.0,7200.0,0.0,2160.0,6000.0,103806.22853459998,103014.08000039999,9505.7824104
25005,66.39,2015,7368.0695796,382.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.68,0.0,4592.16
42614,113.14,2015,37446.7998,412.13,3923.0784000000003,2820.0,2400.0,459.0,96.0,4800.0,5760.0,0.0,382.00000764000004,26997.599856,9000.0,57049.80826364,56637.67826364,4945.5599999999995
42011,90.47,2015,22704.505368000002,479.5967196,0.0,1800.0,720.0,0.0,39.999999996,4128.0,720.0,0.0,4465.000122,1200.0,0.0,13552.596841596,13073.000121996,5755.1606352
26511,68.4,2015,10553.0493168,419.55,0.0,60.0,18228.0,0.0,0.0,4800.0,2880.0,0.0,0.0,0.0,5136.0,31523.55,31104.0,5034.6
26802,110.34,2015,311264.36724,1326.82,0.0,20991.399996,2400.0,4682.4,7293.599999999999,29256.0,12480.0,0.0,5131.000122,432.0,939.99999996,84933.22011796,83606.40011795999,15921.84
57915,29.32,2015,7606.0166016,561.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6561.12,6000.0,6733.4400000000005
28203,82.93,2015,18432.0,312.33,0.0,3200.0000004000003,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,4472.3300004,4160.0000004,3747.96
46601,89.24,2015,133544.58984,409.16,0.0,4449.0,6035.4311172,816.0,9960.0,60052.99997999999,99360.0,1500.0,0.0,504.0,1440.0,184526.5910972,184117.4310972,4909.92
9202,66.56,2015,18734.266116,386.41,6862.848,2199.9999995999997,2760.0,0.0,0.0,0.0,1200.0,2760.0,0.0,0.0,192.0,16361.257999599999,15974.847999599999,4636.92
21315,84.6,2015,12079.199712,410.45,1128.5568,2379.0,0.0,0.0,9.999999996,0.0,1440.0,0.0,0.0,2520.0,384.0,8272.006799996001,7861.556799996,4925.4
29710,65.28,2015,2400.0,369.86,2924.88,800.00000004,0.0,2000.0000004,156.0,336.0,960.0,0.0,0.0,0.0,528.0,8074.74000044,7704.88000044,4438.32
45106,133.74,2015,89270.361324,496.34,0.0,3000.0,3600.0,0.0,3000.0,0.0,9600.0,0.0,2810.0000148,0.0,600.0,23106.3400148,22610.0000148,5956.08
28315,70.78,2015,35670.32226,312.33,0.0,800.00000004,1457.5461684000002,0.0,0.0,336.0,0.0,0.0,0.0,0.0,780.0,3685.87616844,3373.54616844,3747.96
27015,77.42,2015,12185.300532000001,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,4272.0
54813,86.31,2015,53158.675776000004,415.17,0.0,0.0,9000.0,0.0,390.0,1440.0,0.0,6999.999999600001,0.0,0.0,0.0,18245.1699996,17829.9999996,4982.04
49004,69.12,2015,21032.510748,411.73,0.0,450.0,1200.0,3999.9999995999997,0.0,15600.0,960.0,12660.0,950.00001528,0.0,1090.8000000000002,37322.53001488,36910.80001488,4940.76
10808,66.19,2015,21076.000488,390.18,0.0,999.99999996,4200.0,0.0,168.0,12000.0,3840.0,0.0,5242.999878,0.0,12756.0,39597.17987796,39206.99987796,4682.16
49505,72.05,2015,4200.0,421.87,0.0,2630.0000004000003,11660.369346,99.99999999600001,0.0,14384.000004,720.0,380.00000004000003,0.0,300.0,576.0,31172.239350435997,30750.369350435998,5062.4400000000005
40002,72.03,2015,35679.999024,413.83,0.0,2049.9999995999997,2160.0,1310.0000003999999,0.0,0.0,0.0,0.0,0.0,4600.8000408,0.0,10534.6300408,10120.8000408,4965.96
46014,102.32,2015,189783.36323999998,409.16,0.0,1500.0,2532.0,0.0,5028.0,0.0,1680.0,0.0,8350.000213199999,0.0,0.0,19499.1602132,19090.0002132,4909.92
29015,102.94,2015,12126.719976,312.33,0.0,1083.0,1440.0,0.0,0.0,192.0,0.0,0.0,215.00000375999997,0.0,864.0,4106.33000376,3794.00000376,3747.96
60013,57.54,2015,124.2857208,389.57,0.0,1350.0,420.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,3359.57,2970.0,4674.84
40803,20.49,2015,94308.0,801.9,0.0,5218.799999999999,3000.0,2730.0,382.79999999999995,0.0,0.0,1440.0,967.7599923600001,2326.800018,1530.0,18398.06001036,17596.16001036,9622.8
34706,89.8,2015,50164.72266,389.57,6589.608,1830.0,1536.0,0.0,0.0,4320.0,1080.0,0.0,381.99999624000003,2802.0,1795.1999999999998,20724.37799624,20334.80799624,4674.84
49812,79.63,2015,1864.3897703999999,421.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,1051.87,630.0,5062.4400000000005
37615,110.35,2015,191172.0,715.6796371,0.0,3300.0,10200.0,1800.0,0.0,24000.0,2400.0,3360.0,4950.0,1296.0,18372.0,70393.6796371,69678.0,8588.1556452
16803,79.05,2015,3280.0821528,361.46,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17068.800000000003,17910.260000000002,17548.800000000003,4337.5199999999995
15809,126.08,2015,30940.438476000003,361.46,0.0,0.0,960.0,150.0,0.0,3264.0,1920.0,1500.0,0.0,7728.0,0.0,15883.46,15522.0,4337.5199999999995
33411,72.98,2015,143715.36323999998,872.745,0.0,6750.0,1540.000008,11171.6000004,10233.9999996,44159.999988,480.0,1500.0,910.0000305600001,240.0,1510.8000000000002,79369.14502656,78496.40002656,10472.94
13510,73.51,2015,6560.000244000001,361.46,0.0,0.0,199.99999235999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.4599923599999,199.99999235999996,4337.5199999999995
4007,120.98,2015,338839.99224,356.53,5374.08,11199.9999996,14400.0,16400.000004,300.0,24315.999996,24000.0,14000.000004,0.0,0.0,9399.9999996,119746.6100032,119390.0800032,4278.36
31308,87.12,2015,26621.156256000002,431.16,0.0,3500.0000004000003,4800.0,648.0,0.0,0.0,4968.0,0.0,0.0,0.0,0.0,14347.1600004,13916.0000004,5173.92
49902,78.98,2015,0.0,421.87,0.0,2349.9999995999997,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,406.80001835999997,0.0,4378.670017959999,3956.8000179599994,5062.4400000000005
42914,82.87,2015,22753.980468,412.13,6692.0016,4536.0,0.0,0.0,0.0,0.0,3240.0,0.0,0.0,0.0,0.0,14880.131599999999,14468.0016,4945.5599999999995
13606,80.22,2015,61831.013676,361.46,0.0,2400.0,0.0,18399.999996,0.0,27859.999992,2400.0,14360.000004,1092.0,6216.0,0.0,73089.459992,72727.999992,4337.5199999999995
29310,40.5,2015,22200.0,369.86,3632.2272000000003,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,4800.0,9282.087200000002,8912.227200000001,4438.32
54307,82.9,2015,41283.486324,516.2364753,1550.496,2499.9999995999997,1200.0,0.0,0.0,0.0,1440.0,3000.0,0.0,0.0,0.0,10206.7324749,9690.4959996,6194.8377036
37411,84.42,2015,220767.98436,389.57,0.0,3750.0,6773.9089344,0.0,243.0,68629.999992,7920.0,0.0,471.99998471999993,0.0,4080.0,92258.47891112,91868.90891111999,4674.84
34114,53.94,2015,32886.875976,428.52,0.0,249.99999995999997,5580.0,0.0,0.0,9600.0,2880.0,0.0,0.0,888.0,0.0,19626.51999996,19197.99999996,5142.24
11315,81.0,2015,14172.446772,753.6,0.0,500.00000004,18918.675444,909.5999999999999,0.0,720.0,1200.0,0.0,2040.0,0.0,2272.8,27314.675444039996,26561.075444039998,9043.2
23709,80.79,2015,69224.94726,475.2303372,0.0,750.0,0.0,0.0,276.0,480.0,0.0,200.00000004000003,0.0,0.0,1392.0,3573.23033724,3098.00000004,5702.7640464
58410,93.41,2015,19871.664552000002,547.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,565.66,18.0,6571.92
13004,152.48,2015,26541.638676,361.46,0.0,600.0,21575.635739999998,2110.8,0.0,192.0,960.0,99.99999999600001,0.0,0.0,1152.0,27051.895739995995,26690.435739995995,4337.5199999999995
22015,128.33,2015,9003.4357908,308.06,4573.9632,600.0,600.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,142.8,6704.823200000001,6396.7632,3696.7200000000003
34311,48.18,2015,15944.75244,428.52,1157.6064000000001,2228.0000004000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15072.0,18886.1264004,18457.6064004,5142.24
413,78.8,2015,3489.8752440000003,356.53,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,992.53,636.0,4278.36
59307,67.42,2015,11207.179687200001,881.8902619,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,150.0,0.0,0.0,1055.8902619,174.0,10582.6831428
11301,81.0,2015,14241.250488000001,390.18,0.0,0.0,6600.0,0.0,0.0,0.0,1800.0,0.0,159.99999624,264.0,0.0,9214.17999624,8823.99999624,4682.16
43713,60.62,2015,6999.999755999999,432.9000008,0.0,2700.0,3780.0,31014.399996,0.0,25905.0,1614.9999852,10659.9999996,0.0,24080.000004,0.0,100187.2999856,99754.3999848,5194.8000096
25606,91.67,2015,14831.203128000001,386.8668226,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2784.0,4670.8668226,4284.0,4642.4018712
22814,30.99,2015,14785.590816,571.1449998,0.0,12200.000004,0.0,12240.0,120.0,319200.0,2160.0,4950.0,0.0,1200.0,540.0,353181.14500380005,352610.00000400003,6853.739997600001
15713,56.95,2015,2766.7199712,426.7978769,0.0,4029.9999995999997,840.0,3000.0,312.0,0.0,1560.0,0.0,514.9999923600001,360.0,6456.0,17499.79786886,17072.99999196,5121.5745228
25801,50.64,2015,432.39999384,319.88,0.0,699.99999996,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,1979.87999996,1659.99999996,3838.56
41914,80.74,2015,40735.810547999994,482.35,0.0,1134.99999996,4080.0,0.0,713.00000004,2496.0,816.0,240.0,5750.0001528,240.0,144.0,16096.3501528,15614.0001528,5788.200000000001
33511,59.05,2015,44416.866216,362.1,0.0,0.0,0.0,0.0,300.0,0.0,480.0,0.0,0.0,0.0,0.0,1142.1,780.0,4345.200000000001
40410,105.24,2015,264166.73436,388.92,0.0,0.0,0.0,0.0,12012.0,0.0,0.0,0.0,15600.0,0.0,660.0,28660.92,28272.0,4667.04
19005,56.69,2015,43460.000976,921.7,14807.2368,2640.0,3600.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,4128.0,28088.9368,27167.2368,11060.400000000001
38003,72.27,2015,68976.62109599999,913.5995797,0.0,249.99999995999997,1344.0,0.0,0.0,443.00000376,1512.0,0.0,405.00000864000003,0.0,0.0,4867.59959206,3954.00001236,10963.1949564
51207,84.24,2015,25236.454104000004,1361.353398,0.0,365.00000004000003,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,3166.35339804,1805.00000004,16336.240775999999
45406,97.11,2015,29793.5625,692.8936008,1622.7552,999.99999996,0.0,0.0,99.99999999600001,0.0,2400.0,0.0,0.0,960.0,0.0,6775.648800756,6082.755199956,8314.723209599999
58815,72.74,2015,15000.161135999999,547.66,0.0,720.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,1747.6599999999999,1200.0,6571.92
39107,62.97,2015,36217.804692000005,413.83,11628.72,5400.0,5760.0,0.0,0.0,0.0,2400.0,0.0,0.0,48.0,7800.0,33450.55,33036.72,4965.96
4410,75.57,2015,150264.0,356.53,0.0,0.0,600.0,0.0,6276.0,2016.0,9600.0,0.0,0.0,0.0,0.0,18848.53,18492.0,4278.36
54101,29.19,2015,3700.0001220000004,415.17,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,0.0,0.0,0.0,1248.0,3223.17,2808.0,4982.04
46015,102.32,2015,254520.44532,409.16,0.0,1400.0000003999999,1332.0,768.0,2832.0,5140.000008,6240.0,7320.0,0.0,360.0,1774.8000000000002,27575.960008399998,27166.800008399998,4909.92
34307,48.18,2015,16958.874023999997,428.52,0.0,350.00000004000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.52000004,350.00000004000003,5142.24
209,60.98,2015,109940.08593600002,797.1939861,0.0,8199.9999996,2760.0,0.0,296.00000004000003,81162.999996,24000.0,6560.000000399999,3163.9999692,1296.0,20040.0,148276.19395134,147478.99996524001,9566.327833199999
