,weight_2022,pitax_2022,total_gross_income_2022,weight_ref_2022,pitax_ref_2022,total_gross_income_ref_2022,weight_ref_2023,pitax_ref_2023,total_gross_income_ref_2023,weight_ref_2024,pitax_ref_2024,total_gross_income_ref_2024,weight_ref_2025,pitax_ref_2025,total_gross_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_gross_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_gross_income_ref_2027,ETR,ETR_ref
68,"1,318,540.8843","7,305.0000","137,867.0000","1,318,540.8843","7,305.0000","137,867.0000","1,464,898.9224","8,116.0000","153,170.0000","1,561,152.4070","8,650.0000","163,235.0000","1,447,757.8910","8,021.0000","151,378.0000","1,447,757.8910","8,021.0000","151,378.0000","1,447,757.8910","8,021.0000","151,378.0000",0.0530,0.0530
69,"1,320,340.2715","7,195.0000","140,951.0000","1,320,340.2715","7,195.0000","140,951.0000","1,466,898.0416","7,993.0000","156,597.0000","1,563,282.8815","8,519.0000","166,886.0000","1,449,733.6181","7,900.0000","154,764.0000","1,449,733.6181","7,900.0000","154,764.0000","1,449,733.6181","7,900.0000","154,764.0000",0.0510,0.0510
70,"1,319,911.8460","8,258.0000","144,488.0000","1,319,911.8460","8,258.0000","144,488.0000","1,466,422.0609","9,175.0000","160,526.0000","1,562,775.6256","9,778.0000","171,074.0000","1,449,263.2069","9,068.0000","158,648.0000","1,449,263.2069","9,068.0000","158,648.0000","1,449,263.2069","9,068.0000","158,648.0000",0.0572,0.0572
71,"1,319,102.0377","8,322.0000","148,318.0000","1,319,102.0377","8,322.0000","148,318.0000","1,465,522.3639","9,246.0000","164,782.0000","1,561,816.8127","9,854.0000","175,609.0000","1,448,374.0374","9,138.0000","162,853.0000","1,448,374.0374","9,138.0000","162,853.0000","1,448,374.0374","9,138.0000","162,853.0000",0.0561,0.0561
72,"1,317,944.4488","8,051.0000","152,741.0000","1,317,944.4488","8,051.0000","152,741.0000","1,464,236.2826","8,945.0000","169,695.0000","1,560,446.2273","9,533.0000","180,846.0000","1,447,103.0047","8,840.0000","167,710.0000","1,447,103.0047","8,840.0000","167,710.0000","1,447,103.0047","8,840.0000","167,710.0000",0.0527,0.0527
73,"1,321,138.3191","8,240.0000","155,602.0000","1,321,138.3191","8,240.0000","155,602.0000","1,467,784.6725","9,155.0000","172,874.0000","1,564,227.7698","9,756.0000","184,233.0000","1,450,609.8743","9,048.0000","170,851.0000","1,450,609.8743","9,048.0000","170,851.0000","1,450,609.8743","9,048.0000","170,851.0000",0.0530,0.0530
74,"1,317,022.0738","9,306.0000","158,736.0000","1,317,022.0738","9,306.0000","158,736.0000","1,463,211.5240","10,339.0000","176,355.0000","1,559,354.1354","11,018.0000","187,943.0000","1,446,090.2370","10,218.0000","174,292.0000","1,446,090.2370","10,218.0000","174,292.0000","1,446,090.2370","10,218.0000","174,292.0000",0.0586,0.0586
75,"1,321,523.0620","10,089.0000","163,647.0000","1,321,523.0620","10,089.0000","163,647.0000","1,468,212.1219","11,208.0000","181,812.0000","1,564,683.3054","11,945.0000","193,758.0000","1,451,032.3221","11,077.0000","179,685.0000","1,451,032.3221","11,077.0000","179,685.0000","1,451,032.3221","11,077.0000","179,685.0000",0.0617,0.0617
76,"1,319,118.8387","10,802.0000","167,758.0000","1,319,118.8387","10,802.0000","167,758.0000","1,465,541.0298","12,000.0000","186,379.0000","1,561,836.7051","12,789.0000","198,626.0000","1,448,392.4849","11,860.0000","184,199.0000","1,448,392.4849","11,860.0000","184,199.0000","1,448,392.4849","11,860.0000","184,199.0000",0.0644,0.0644
77,"1,319,545.5842","10,385.0000","172,432.0000","1,319,545.5842","10,385.0000","172,432.0000","1,466,015.1440","11,538.0000","191,572.0000","1,562,341.9716","12,296.0000","204,160.0000","1,448,861.0514","11,403.0000","189,331.0000","1,448,861.0514","11,403.0000","189,331.0000","1,448,861.0514","11,403.0000","189,331.0000",0.0602,0.0602
78,"1,319,532.1434","11,108.0000","178,295.0000","1,319,532.1434","11,108.0000","178,295.0000","1,466,000.2113","12,341.0000","198,086.0000","1,562,326.0577","13,152.0000","211,102.0000","1,448,846.2934","12,197.0000","195,768.0000","1,448,846.2934","12,197.0000","195,768.0000","1,448,846.2934","12,197.0000","195,768.0000",0.0623,0.0623
79,"1,319,520.3827","10,990.0000","184,760.0000","1,319,520.3827","10,990.0000","184,760.0000","1,465,987.1451","12,210.0000","205,269.0000","1,562,312.1331","13,012.0000","218,756.0000","1,448,833.3802","12,067.0000","202,867.0000","1,448,833.3802","12,067.0000","202,867.0000","1,448,833.3802","12,067.0000","202,867.0000",0.0595,0.0595
80,"1,319,241.4860","11,600.0000","188,981.0000","1,319,241.4860","11,600.0000","188,981.0000","1,465,677.2910","12,888.0000","209,958.0000","1,561,981.9195","13,735.0000","223,753.0000","1,448,527.1517","12,737.0000","207,501.0000","1,448,527.1517","12,737.0000","207,501.0000","1,448,527.1517","12,737.0000","207,501.0000",0.0614,0.0614
81,"1,319,081.8765","13,645.0000","194,970.0000","1,319,081.8765","13,650.0000","194,970.0000","1,465,499.9648","15,165.0000","216,612.0000","1,561,792.9418","16,162.0000","230,845.0000","1,448,351.9004","14,988.0000","214,078.0000","1,448,351.9004","14,988.0000","214,078.0000","1,448,351.9004","14,988.0000","214,078.0000",0.0700,0.0700
82,"1,318,883.6247","13,925.0000","200,963.0000","1,318,883.6247","13,925.0000","200,963.0000","1,465,279.7071","15,471.0000","223,269.0000","1,561,558.2117","16,488.0000","237,940.0000","1,448,134.2199","15,290.0000","220,657.0000","1,448,134.2199","15,290.0000","220,657.0000","1,448,134.2199","15,290.0000","220,657.0000",0.0693,0.0693
83,"1,316,477.7214","14,323.0000","206,968.0000","1,316,477.7214","14,323.0000","206,968.0000","1,462,606.7484","15,913.0000","229,941.0000","1,558,709.6221","16,959.0000","245,050.0000","1,445,492.5381","15,727.0000","227,250.0000","1,445,492.5381","15,727.0000","227,250.0000","1,445,492.5381","15,727.0000","227,250.0000",0.0692,0.0692
84,"1,322,267.3463","15,058.0000","216,278.0000","1,322,267.3463","15,058.0000","216,278.0000","1,469,039.0218","16,729.0000","240,284.0000","1,565,564.5381","17,829.0000","256,073.0000","1,451,849.5463","16,534.0000","237,473.0000","1,451,849.5463","16,534.0000","237,473.0000","1,451,849.5463","16,534.0000","237,473.0000",0.0696,0.0696
85,"1,319,757.2768","16,823.0000","225,003.0000","1,319,757.2768","16,823.0000","225,003.0000","1,466,250.3345","18,691.0000","249,978.0000","1,562,592.6157","19,919.0000","266,403.0000","1,449,093.4899","18,472.0000","247,053.0000","1,449,093.4899","18,472.0000","247,053.0000","1,449,093.4899","18,472.0000","247,053.0000",0.0748,0.0748
86,"1,319,387.6547","15,607.0000","233,535.0000","1,319,387.6547","15,607.0000","233,535.0000","1,465,839.6844","17,339.0000","259,457.0000","1,562,154.9832","18,479.0000","276,505.0000","1,448,687.6449","17,137.0000","256,421.0000","1,448,687.6449","17,137.0000","256,421.0000","1,448,687.6449","17,137.0000","256,421.0000",0.0668,0.0668
87,"1,317,146.4012","19,882.0000","242,174.0000","1,317,146.4012","19,882.0000","242,174.0000","1,463,349.6517","22,089.0000","269,055.0000","1,559,501.3390","23,540.0000","286,734.0000","1,446,226.7485","21,830.0000","265,907.0000","1,446,226.7485","21,830.0000","265,907.0000","1,446,226.7485","21,830.0000","265,907.0000",0.0821,0.0821
88,"1,321,549.9436","20,797.0000","253,563.0000","1,321,549.9436","20,797.0000","253,563.0000","1,468,241.9873","23,106.0000","281,708.0000","1,564,715.1332","24,624.0000","300,218.0000","1,451,061.8381","22,836.0000","278,412.0000","1,451,061.8381","22,836.0000","278,412.0000","1,451,061.8381","22,836.0000","278,412.0000",0.0820,0.0820
89,"1,319,859.7629","22,964.0000","266,712.0000","1,319,859.7629","22,968.0000","266,712.0000","1,466,364.1966","25,518.0000","296,318.0000","1,562,713.9592","27,195.0000","315,788.0000","1,449,206.0196","25,219.0000","292,850.0000","1,449,206.0196","25,219.0000","292,850.0000","1,449,206.0196","25,219.0000","292,850.0000",0.0861,0.0861
90,"1,319,224.6850","23,148.0000","282,119.0000","1,319,224.6850","23,148.0000","282,119.0000","1,465,658.6251","25,716.0000","313,434.0000","1,561,962.0271","27,408.0000","334,029.0000","1,448,508.7042","25,416.0000","309,766.0000","1,448,508.7042","25,416.0000","309,766.0000","1,448,508.7042","25,416.0000","309,766.0000",0.0821,0.0821
91,"1,319,113.7984","27,213.0000","300,472.0000","1,319,113.7984","27,213.0000","300,472.0000","1,465,535.4301","30,233.0000","333,824.0000","1,561,830.7373","32,220.0000","355,758.0000","1,448,386.9507","29,880.0000","329,918.0000","1,448,386.9507","29,880.0000","329,918.0000","1,448,386.9507","29,880.0000","329,918.0000",0.0906,0.0906
92,"1,319,197.8034","28,553.0000","316,290.0000","1,319,197.8034","28,553.0000","316,290.0000","1,465,628.7596","31,723.0000","351,398.0000","1,561,930.1993","33,807.0000","374,487.0000","1,448,479.1882","31,351.0000","347,286.0000","1,448,479.1882","31,351.0000","347,286.0000","1,448,479.1882","31,351.0000","347,286.0000",0.0903,0.0903
93,"1,319,515.3424","33,644.0000","337,693.0000","1,319,515.3424","33,645.0000","337,693.0000","1,465,981.5454","37,380.0000","375,177.0000","1,562,306.1653","39,836.0000","399,829.0000","1,448,827.8459","36,942.0000","370,787.0000","1,448,827.8459","36,942.0000","370,787.0000","1,448,827.8459","36,942.0000","370,787.0000",0.0996,0.0996
94,"1,319,246.5263","36,753.0000","368,786.0000","1,319,246.5263","36,753.0000","368,786.0000","1,465,682.8908","40,831.0000","409,722.0000","1,561,987.8872","43,515.0000","436,643.0000","1,448,532.6859","40,354.0000","404,927.0000","1,448,532.6859","40,354.0000","404,927.0000","1,448,532.6859","40,354.0000","404,927.0000",0.0997,0.0997
95,"1,319,812.7201","40,974.0000","408,117.0000","1,319,812.7201","40,974.0000","408,117.0000","1,466,311.9320","45,523.0000","453,418.0000","1,562,658.2606","48,514.0000","483,211.0000","1,449,154.3666","44,990.0000","448,113.0000","1,449,154.3666","44,990.0000","448,113.0000","1,449,154.3666","44,990.0000","448,113.0000",0.1004,0.1004
96,"1,319,478.3802","49,779.0000","461,230.0000","1,319,478.3802","49,779.0000","461,230.0000","1,465,940.4803","55,303.0000","512,427.0000","1,562,262.4021","58,938.0000","546,097.0000","1,448,787.2614","54,657.0000","506,431.0000","1,448,787.2614","54,657.0000","506,431.0000","1,448,787.2614","54,657.0000","506,431.0000",0.1079,0.1079
97,"1,319,271.7278","65,692.0000","538,622.0000","1,319,271.7278","65,692.0000","538,622.0000","1,465,710.8896","72,983.0000","598,409.0000","1,562,017.7258","77,779.0000","637,729.0000","1,448,560.3572","72,130.0000","591,407.0000","1,448,560.3572","72,130.0000","591,407.0000","1,448,560.3572","72,130.0000","591,407.0000",0.1220,0.1220
98,"1,317,699.1541","87,731.0000","686,655.0000","1,317,699.1541","87,731.0000","686,655.0000","1,463,963.7602","97,466.0000","762,873.0000","1,560,155.7985","103,875.0000","812,999.0000","1,446,833.6712","96,328.0000","753,947.0000","1,446,833.6712","96,328.0000","753,947.0000","1,446,833.6712","96,328.0000","753,947.0000",0.1278,0.1278
99,"1,321,133.2788","321,608.0000","1,564,413.0000","1,321,133.2788","325,491.0000","1,564,413.0000","1,467,779.0727","361,620.0000","1,738,063.0000","1,564,221.8020","385,381.0000","1,852,265.0000","1,450,604.3401","357,389.0000","1,717,725.0000","1,450,604.3401","357,389.0000","1,717,725.0000","1,450,604.3401","357,389.0000","1,717,725.0000",0.2056,0.2081
ALL,"131,936,426.7751","1,129,987.0000","13,356,191.0000","131,936,426.7751","1,133,884.0000","13,356,191.0000","146,581,370.1472","1,259,730.0000","14,838,728.0000","156,212,729.3017","1,342,527.0000","15,813,730.0000","144,866,196.5991","1,245,004.0000","14,665,097.0000","144,866,196.5991","1,245,004.0000","14,665,097.0000","144,866,196.5991","1,245,004.0000","14,665,097.0000",0.0846,0.0849
